X_COOR,Y_COOR,HEADING,MATCHED_ROUTE_VIEW_IDX
600,850,176,125
620,850,168,416
640,850,160,757
660,850,152,418
590,830,176,572
610,830,176,76
630,830,168,576
650,830,176,89
590,810,184,91
610,810,240,735
630,810,240,700
650,810,168,671
600,790,184,649
620,790,168,222
640,790,168,759
660,790,0,180
600,770,168,429
620,770,80,412
640,770,168,87
660,770,184,585
590,750,120,773
610,750,200,758
630,750,176,121
650,750,168,330
590,730,216,531
610,730,48,78
630,730,152,687
650,730,176,560
580,710,120,195
600,710,112,71
620,710,184,321
640,710,176,559
570,690,112,627
590,690,112,671
610,690,176,106
630,690,184,76
570,670,192,431
590,670,112,636
610,670,176,76
630,670,176,700
570,650,120,76
590,650,192,47
610,650,120,576
630,650,216,244
570,630,128,80
590,630,88,379
610,630,176,421
630,630,160,220
570,610,168,168
590,610,224,52
610,610,88,699
630,610,80,522
570,590,144,332
590,590,106,674
610,590,176,420
630,590,144,414
560,570,256,712
580,570,176,369
600,570,240,681
620,570,176,422
540,550,128,38
560,550,240,581
580,550,224,345
600,550,224,370
520,530,176,636
540,530,184,770
560,530,176,478
580,530,168,647
510,510,312,735
530,510,160,76
550,510,160,377
570,510,80,570
500,490,168,76
520,490,160,87
540,490,320,712
560,490,176,695
500,470,176,84
520,470,176,276
540,470,176,544
560,470,184,695
500,450,176,76
520,450,248,37
540,450,192,115
560,450,176,443
490,430,40,135
510,430,184,438
530,430,176,749
550,430,184,104
470,410,232,84
490,410,352,666
510,410,184,316
530,410,192,505
480,390,176,434
500,390,352,316
520,390,0,666
540,390,136,423
480,370,168,230
500,370,280,520
520,370,224,636
540,370,216,443
490,350,56,805
510,350,288,126
530,350,224,125
550,350,160,105
480,330,344,9
500,330,296,10
520,330,232,602
540,330,288,188
470,310,32,698
490,310,344,584
510,310,176,188
530,310,304,496
470,290,144,78
490,290,168,805
510,290,160,26
530,290,176,634
470,270,224,137
490,270,176,443
510,270,176,692
530,270,232,397
470,250,176,275
490,250,168,533
510,250,176,247
530,250,136,327
470,230,160,566
490,230,8,72
510,230,160,452
530,230,160,298
470,210,160,656
490,210,160,714
510,210,152,502
530,210,210,15
470,190,192,293
490,190,168,566
510,190,192,362
530,190,200,293
470,170,344,313
490,170,120,679
510,170,176,633
530,170,48,673
480,150,272,653
500,150,192,657
520,150,336,377
540,150,344,735
490,130,184,563
510,130,184,521
530,130,184,111
550,130,216,499
480,110,248,247
500,110,176,76
520,110,248,758
540,110,176,169
