X_COOR,Y_COOR,HEADING,MATCHED_ROUTE_VIEW_IDX
600,850,176,128
620,850,160,32
640,850,160,736
660,850,176,700
590,830,176,633
610,830,176,738
630,830,184,81
650,830,168,738
590,810,168,638
610,810,168,678
630,810,184,133
650,810,168,636
600,790,192,642
620,790,168,366
640,790,168,725
660,790,168,294
600,770,168,688
620,770,168,190
640,770,168,76
660,770,168,97
590,750,184,300
610,750,168,598
630,750,176,598
650,750,168,370
590,730,210,10
610,730,168,117
630,730,160,242
650,730,168,649
580,710,0,360
600,710,184,75
620,710,184,332
640,710,168,72
570,690,184,76
590,690,184,127
610,690,176,671
630,690,168,658
570,670,184,396
590,670,184,542
610,670,184,125
630,670,176,71
570,650,120,518
590,650,184,372
610,650,152,751
630,650,168,155
570,630,128,527
590,630,184,267
610,630,160,613
630,630,176,729
570,610,160,163
590,610,144,289
610,610,56,527
630,610,176,32
570,590,176,368
590,590,176,233
610,590,176,553
630,590,168,143
560,570,256,363
580,570,192,527
600,570,176,220
620,570,160,275
540,550,144,386
560,550,48,574
580,550,136,189
600,550,216,359
520,530,160,579
540,530,160,732
560,530,152,278
580,530,144,203
510,510,168,638
530,510,160,123
550,510,168,722
570,510,168,476
500,490,176,738
520,490,160,711
540,490,176,736
560,490,176,188
500,470,176,719
520,470,168,777
540,470,168,173
560,470,176,643
500,450,168,750
520,450,184,553
540,450,184,396
560,450,184,665
490,430,210,793
510,430,176,94
530,430,176,401
550,430,200,471
470,410,224,620
490,410,210,779
510,410,184,332
530,410,200,607
480,390,184,598
500,390,232,437
520,390,224,347
540,390,136,504
480,370,168,553
500,370,224,443
520,370,152,551
540,370,216,430
490,350,168,291
510,350,160,551
530,350,152,420
550,350,224,267
480,330,120,250
500,330,152,427
520,330,168,558
540,330,224,555
470,310,168,379
490,310,176,208
510,310,176,626
530,310,176,43
470,290,152,26
490,290,176,363
510,290,168,292
530,290,168,133
470,270,288,148
490,270,176,650
510,270,176,399
530,270,160,471
470,250,176,633
490,250,176,589
510,250,176,513
530,250,160,448
470,230,160,148
490,230,184,273
510,230,216,240
530,230,160,215
470,210,160,184
490,210,168,209
510,210,210,427
530,210,200,752
470,190,288,383
490,190,192,205
510,190,192,801
530,190,210,31
470,170,216,363
490,170,200,740
510,170,176,246
530,170,240,525
480,150,184,338
500,150,192,370
520,150,336,189
540,150,184,178
490,130,192,535
510,130,184,698
530,130,328,173
550,130,210,524
480,110,240,149
500,110,320,762
520,110,184,277
540,110,152,525
