X_COOR,Y_COOR,HEADING,MATCHED_ROUTE_VIEW_IDX
600,850,176,115
620,850,176,687
640,850,160,232
660,850,168,121
590,830,176,137
610,830,176,82
630,830,168,77
650,830,176,651
590,810,184,764
610,810,176,670
630,810,160,271
650,810,168,226
600,790,184,230
620,790,168,626
640,790,168,663
660,790,168,291
600,770,168,154
620,770,176,568
640,770,168,637
660,770,184,573
590,750,120,130
610,750,200,630
630,750,184,743
650,750,168,710
590,730,8,707
610,730,48,430
630,730,152,634
650,730,176,124
580,710,120,379
600,710,184,714
620,710,184,638
640,710,176,137
570,690,184,18
590,690,184,637
610,690,176,713
630,690,184,713
570,670,192,461
590,670,184,625
610,670,176,723
630,670,176,71
570,650,120,230
590,650,192,325
610,650,152,250
630,650,168,462
570,630,128,728
590,630,88,138
610,630,176,625
630,630,176,236
570,610,168,637
590,610,224,483
610,610,88,153
630,610,80,708
570,590,192,138
590,590,192,573
610,590,176,341
630,590,176,346
560,570,256,771
580,570,176,443
600,570,240,622
620,570,176,530
540,550,128,362
560,550,48,654
580,550,160,318
600,550,224,80
520,530,176,728
540,530,184,660
560,530,176,423
580,530,168,706
510,510,168,757
530,510,160,657
550,510,160,560
570,510,168,200
500,490,176,659
520,490,176,627
540,490,176,658
560,490,176,657
500,470,176,169
520,470,176,764
540,470,168,369
560,470,184,678
500,450,176,723
520,450,168,449
540,450,192,553
560,450,176,761
490,430,40,475
510,430,184,708
530,430,176,381
550,430,184,772
470,410,232,717
490,410,352,699
510,410,184,574
530,410,224,38
480,390,176,323
500,390,352,654
520,390,0,600
540,390,136,346
480,370,168,369
500,370,168,341
520,370,168,766
540,370,216,574
490,350,56,526
510,350,288,222
530,350,224,704
550,350,224,544
480,330,144,469
500,330,296,149
520,330,296,596
540,330,288,152
470,310,32,520
490,310,344,476
510,310,176,316
530,310,176,568
470,290,144,628
490,290,176,636
510,290,176,524
530,290,176,413
470,270,224,430
490,270,176,322
510,270,32,785
530,270,232,801
470,250,176,98
490,250,168,739
510,250,176,622
530,250,136,607
470,230,160,729
490,230,8,343
510,230,160,677
530,230,160,687
470,210,160,714
490,210,160,580
510,210,152,701
530,210,200,618
470,190,288,417
490,190,200,597
510,190,192,698
530,190,200,520
470,170,344,762
490,170,200,167
510,170,336,139
530,170,168,269
480,150,184,418
500,150,192,763
520,150,336,753
540,150,344,325
490,130,184,747
510,130,184,775
530,130,184,801
550,130,216,710
480,110,248,572
500,110,176,330
520,110,248,37
540,110,176,747
