X_COOR,Y_COOR,HEADING,MATCHED_ROUTE_VIEW_IDX
600,850,192,545
620,850,168,274
640,850,176,738
660,850,176,548
590,830,176,234
610,830,176,82
630,830,168,82
650,830,184,82
590,810,168,381
610,810,168,604
630,810,184,235
650,810,176,26
600,790,192,262
620,790,168,641
640,790,176,383
660,790,192,24
600,770,184,552
620,770,176,80
640,770,168,738
660,770,184,25
590,750,184,641
610,750,168,262
630,750,184,143
650,750,176,641
590,730,184,25
610,730,184,547
630,730,168,552
650,730,168,83
580,710,184,546
600,710,184,82
620,710,184,545
640,710,184,229
570,690,184,641
590,690,184,546
610,690,176,145
630,690,184,752
570,670,192,234
590,670,176,271
610,670,176,125
630,670,168,266
570,650,192,781
590,650,184,386
610,650,152,262
630,650,168,143
570,630,128,400
590,630,176,272
610,630,168,235
630,630,184,756
570,610,168,266
590,610,160,612
610,610,176,431
630,610,192,634
570,590,176,234
590,590,184,234
610,590,176,552
630,590,184,781
560,570,144,781
580,570,176,756
600,570,176,257
620,570,176,537
540,550,160,367
560,550,160,279
580,550,152,386
600,550,136,544
520,530,144,376
540,530,176,641
560,530,152,80
580,530,144,401
510,510,160,401
530,510,160,370
550,510,168,233
570,510,152,604
500,490,160,381
520,490,160,401
540,490,176,739
560,490,168,401
500,470,168,545
520,470,176,386
540,470,184,552
560,470,176,552
500,450,168,641
520,450,184,612
540,450,168,739
560,450,184,386
490,430,200,591
510,430,168,626
530,430,192,555
550,430,200,396
470,410,120,691
490,410,232,555
510,410,200,632
530,410,192,781
480,390,200,768
500,390,152,594
520,390,136,511
540,390,136,272
480,370,168,654
500,370,200,609
520,370,152,735
540,370,136,587
490,350,184,507
510,350,160,475
530,350,152,612
550,350,192,781
480,330,136,386
500,330,168,805
520,330,168,392
540,330,152,551
470,310,168,550
490,310,176,392
510,310,176,612
530,310,176,272
470,290,184,612
490,290,176,619
510,290,184,758
530,290,160,601
470,270,184,393
490,270,176,636
510,270,176,735
530,270,160,634
470,250,176,775
490,250,192,758
510,250,176,735
530,250,160,634
470,230,160,805
490,230,200,781
510,230,216,393
530,230,144,811
470,210,192,452
490,210,192,235
510,210,176,758
530,210,200,640
470,190,200,779
490,190,192,616
510,190,192,756
530,190,192,511
470,170,216,781
490,170,200,798
510,170,168,551
530,170,216,545
480,150,176,567
500,150,192,655
520,150,216,615
540,150,200,601
490,130,184,601
510,130,168,600
530,130,168,797
550,130,216,653
480,110,240,609
500,110,176,600
520,110,168,386
540,110,216,534
