"(580, 850)","(610, 850)","(640, 850)","(670, 850)","(570, 820)","(600, 820)","(630, 820)","(660, 820)","(570, 790)","(600, 790)","(630, 790)","(660, 790)","(570, 760)","(600, 760)","(630, 760)","(660, 760)","(570, 730)","(600, 730)","(630, 730)","(660, 730)","(570, 700)","(600, 700)","(630, 700)","(660, 700)","(570, 670)","(600, 670)","(630, 670)","(660, 670)","(570, 640)","(600, 640)","(630, 640)","(660, 640)","(570, 610)","(600, 610)","(630, 610)","(660, 610)","(570, 580)","(600, 580)","(630, 580)","(660, 580)","(570, 550)","(600, 550)","(630, 550)","(660, 550)","(570, 520)","(600, 520)","(630, 520)","(660, 520)","(570, 490)","(600, 490)","(630, 490)","(660, 490)","(570, 460)","(600, 460)","(630, 460)","(660, 460)","(570, 430)","(600, 430)","(630, 430)","(660, 430)","(570, 400)","(600, 400)","(630, 400)","(660, 400)","(570, 370)","(600, 370)","(630, 370)","(660, 370)","(570, 340)","(600, 340)","(630, 340)","(660, 340)","(570, 310)","(600, 310)","(630, 310)","(660, 310)","(570, 280)","(600, 280)","(630, 280)","(660, 280)","(570, 250)","(600, 250)","(630, 250)","(660, 250)","(570, 220)","(600, 220)","(630, 220)","(660, 220)","(570, 190)","(600, 190)","(630, 190)","(660, 190)","(570, 160)","(600, 160)","(630, 160)","(660, 160)","(570, 130)","(600, 130)","(630, 130)","(660, 130)","(570, 100)","(600, 100)","(630, 100)","(660, 100)"
254,48,40,288,292,40,264,276,264,276,32,284,260,280,44,288,260,260,54,292,272,256,300,256,348,248,268,254,88,248,264,248,292,280,356,8,268,264,256,280,332,356,344,304,288,36,300,276,352,356,352,256,236,20,260,36,308,16,336,352,264,312,0,348,56,64,328,54,44,60,320,16,56,54,56,64,60,68,92,300,64,60,54,264,64,68,256,254,280,332,284,316,276,40,64,36,60,36,72,28,324,28,260,352
