"(600, 760)","(610, 760)","(620, 760)","(630, 760)","(600, 750)","(610, 750)","(620, 750)","(630, 750)","(600, 740)","(610, 740)","(620, 740)","(630, 740)","(600, 730)","(610, 730)","(620, 730)","(630, 730)","(600, 720)","(610, 720)","(620, 720)","(630, 720)","(600, 710)","(610, 710)","(620, 710)","(630, 710)","(600, 700)","(610, 700)","(620, 700)","(630, 700)","(600, 690)","(610, 690)","(620, 690)","(630, 690)","(600, 680)","(610, 680)","(620, 680)","(630, 680)","(600, 670)","(610, 670)","(620, 670)","(630, 670)","(600, 660)","(610, 660)","(620, 660)","(630, 660)","(600, 650)","(610, 650)","(620, 650)","(630, 650)","(600, 640)","(610, 640)","(620, 640)","(630, 640)","(600, 630)","(610, 630)","(620, 630)","(630, 630)","(600, 620)","(610, 620)","(620, 620)","(630, 620)","(600, 610)","(610, 610)","(620, 610)","(630, 610)","(600, 600)","(610, 600)","(620, 600)","(630, 600)","(600, 590)","(610, 590)","(620, 590)","(630, 590)","(600, 580)","(610, 580)","(620, 580)","(630, 580)"
156,152,8,180,152,152,148,156,152,152,156,168,152,180,164,152,152,168,140,132,164,164,136,168,164,176,168,152,188,148,148,160,184,164,112,180,172,180,148,328,180,184,184,212,172,180,172,180,184,164,180,180,184,172,172,184,184,180,168,168,184,172,168,172,180,172,172,180,184,180,180,180,152,180,180,172
