"(450, 350)","(470, 350)","(490, 350)","(510, 350)","(530, 350)","(550, 350)","(570, 350)","(590, 350)","(450, 370)","(470, 370)","(490, 370)","(510, 370)","(530, 370)","(550, 370)","(570, 370)","(590, 370)","(450, 390)","(470, 390)","(490, 390)","(510, 390)","(530, 390)","(550, 390)","(570, 390)","(590, 390)","(450, 410)","(470, 410)","(490, 410)","(510, 410)","(530, 410)","(550, 410)","(570, 410)","(590, 410)","(450, 430)","(470, 430)","(490, 430)","(510, 430)","(530, 430)","(550, 430)","(570, 430)","(590, 430)","(450, 450)","(470, 450)","(490, 450)","(510, 450)","(530, 450)","(550, 450)","(570, 450)","(590, 450)","(450, 470)","(470, 470)","(490, 470)","(510, 470)","(530, 470)","(550, 470)","(570, 470)","(590, 470)","(450, 490)","(470, 490)","(490, 490)","(510, 490)","(530, 490)","(550, 490)","(570, 490)","(590, 490)"
184,172,132,200,156,256,220,168,152,168,164,160,160,184,172,200,164,176,180,212,172,172,180,228,184,160,168,176,116,192,180,176,172,168,180,188,184,172,168,188,176,176,172,168,144,168,164,168,168,172,164,180,168,168,172,184,140,168,160,156,160,120,176,168
