"(490, 850)","(490, 820)","(490, 790)","(490, 760)","(490, 730)","(490, 700)","(490, 670)","(490, 640)","(490, 610)","(490, 580)","(490, 550)","(490, 520)","(490, 490)","(490, 460)","(490, 430)","(490, 400)","(490, 370)","(490, 340)","(490, 310)","(490, 280)","(490, 250)","(490, 220)","(490, 190)","(490, 160)","(490, 130)","(490, 100)","(520, 850)","(520, 820)","(520, 790)","(520, 760)","(520, 730)","(520, 700)","(520, 670)","(520, 640)","(520, 610)","(520, 580)","(520, 550)","(520, 520)","(520, 490)","(520, 460)","(520, 430)","(520, 400)","(520, 370)","(520, 340)","(520, 310)","(520, 280)","(520, 250)","(520, 220)","(520, 190)","(520, 160)","(520, 130)","(520, 100)","(550, 850)","(550, 820)","(550, 790)","(550, 760)","(550, 730)","(550, 700)","(550, 670)","(550, 640)","(550, 610)","(550, 580)","(550, 550)","(550, 520)","(550, 490)","(550, 460)","(550, 430)","(550, 400)","(550, 370)","(550, 340)","(550, 310)","(550, 280)","(550, 250)","(550, 220)","(550, 190)","(550, 160)","(550, 130)","(550, 100)","(580, 850)","(580, 820)","(580, 790)","(580, 760)","(580, 730)","(580, 700)","(580, 670)","(580, 640)","(580, 610)","(580, 580)","(580, 550)","(580, 520)","(580, 490)","(580, 460)","(580, 430)","(580, 400)","(580, 370)","(580, 340)","(580, 310)","(580, 280)","(580, 250)","(580, 220)","(580, 190)","(580, 160)","(580, 130)","(580, 100)","(610, 850)","(610, 820)","(610, 790)","(610, 760)","(610, 730)","(610, 700)","(610, 670)","(610, 640)","(610, 610)","(610, 580)","(610, 550)","(610, 520)","(610, 490)","(610, 460)","(610, 430)","(610, 400)","(610, 370)","(610, 340)","(610, 310)","(610, 280)","(610, 250)","(610, 220)","(610, 190)","(610, 160)","(610, 130)","(610, 100)","(640, 850)","(640, 820)","(640, 790)","(640, 760)","(640, 730)","(640, 700)","(640, 670)","(640, 640)","(640, 610)","(640, 580)","(640, 550)","(640, 520)","(640, 490)","(640, 460)","(640, 430)","(640, 400)","(640, 370)","(640, 340)","(640, 310)","(640, 280)","(640, 250)","(640, 220)","(640, 190)","(640, 160)","(640, 130)","(640, 100)",AVG
76,56,18,16,36,12,16,38,106,46,46,56,10,0,42,2,12,36,38,12,14,42,6,16,56,86,28,60,2,28,64,6,28,44,144,50,38,34,22,16,64,0,10,20,12,24,52,30,58,10,4,46,28,8,2,38,58,20,24,38,52,108,156,36,66,48,34,94,2,24,38,16,24,90,6,12,10,68,26,12,26,38,18,52,24,4,10,70,74,36,46,24,28,66,2,18,22,84,66,6,50,32,38,30,52,32,28,42,6,18,12,26,48,66,68,62,16,42,52,58,2,18,20,88,14,148,172,20,6,10,108,4,50,32,166,42,58,26,12,28,42,68,58,46,32,74,6,54,32,54,14,4,8,6,22,54,38.56410256410256
