"(600, 850)","(620, 850)","(640, 850)","(660, 850)","(590, 830)","(610, 830)","(630, 830)","(650, 830)","(590, 810)","(610, 810)","(630, 810)","(650, 810)","(600, 790)","(620, 790)","(640, 790)","(660, 790)","(600, 770)","(620, 770)","(640, 770)","(660, 770)","(590, 750)","(610, 750)","(630, 750)","(650, 750)","(590, 730)","(610, 730)","(630, 730)","(650, 730)","(580, 710)","(600, 710)","(620, 710)","(640, 710)","(570, 690)","(590, 690)","(610, 690)","(630, 690)","(570, 670)","(590, 670)","(610, 670)","(630, 670)","(570, 650)","(590, 650)","(610, 650)","(630, 650)","(570, 630)","(590, 630)","(610, 630)","(630, 630)","(570, 610)","(590, 610)","(610, 610)","(630, 610)","(570, 590)","(590, 590)","(610, 590)","(630, 590)","(560, 570)","(580, 570)","(600, 570)","(620, 570)","(540, 550)","(560, 550)","(580, 550)","(600, 550)","(520, 530)","(540, 530)","(560, 530)","(580, 530)","(510, 510)","(530, 510)","(550, 510)","(570, 510)","(500, 490)","(520, 490)","(540, 490)","(560, 490)","(500, 470)","(520, 470)","(540, 470)","(560, 470)","(500, 450)","(520, 450)","(540, 450)","(560, 450)","(490, 430)","(510, 430)","(530, 430)","(550, 430)","(470, 410)","(490, 410)","(510, 410)","(530, 410)","(480, 390)","(500, 390)","(520, 390)","(540, 390)","(480, 370)","(500, 370)","(520, 370)","(540, 370)","(490, 350)","(510, 350)","(530, 350)","(550, 350)","(480, 330)","(500, 330)","(520, 330)","(540, 330)","(470, 310)","(490, 310)","(510, 310)","(530, 310)","(470, 290)","(490, 290)","(510, 290)","(530, 290)","(470, 270)","(490, 270)","(510, 270)","(530, 270)","(470, 250)","(490, 250)","(510, 250)","(530, 250)","(470, 230)","(490, 230)","(510, 230)","(530, 230)","(470, 210)","(490, 210)","(510, 210)","(530, 210)","(470, 190)","(490, 190)","(510, 190)","(530, 190)","(470, 170)","(490, 170)","(510, 170)","(530, 170)","(480, 150)","(500, 150)","(520, 150)","(540, 150)","(490, 130)","(510, 130)","(530, 130)","(550, 130)","(480, 110)","(500, 110)","(520, 110)","(540, 110)"
112,112,112,160,176,184,112,112,184,248,156,108,160,160,108,156,160,144,156,156,160,160,124,176,172,184,92,176,136,160,136,148,200,124,156,172,136,164,188,184,156,168,164,188,164,164,188,204,148,156,204,176,140,148,200,200,132,152,172,152,128,156,156,168,136,176,160,96,172,160,164,148,168,172,168,152,172,172,180,160,132,176,160,160,172,140,164,164,320,168,168,172,312,0,172,176,108,172,176,168,164,164,168,172,198,156,168,160,198,164,168,168,240,198,200,96,28,160,192,144,164,200,264,128,188,120,140,212,108,128,136,4,132,180,176,352,116,168,112,192,100,100,204,180,216,176,172,180,136,160,192,172
