"(610, 850)","(630, 850)","(650, 850)","(600, 830)","(620, 830)","(640, 830)","(600, 810)","(620, 810)","(640, 810)","(610, 790)","(630, 790)","(650, 790)","(610, 770)","(630, 770)","(650, 770)","(600, 750)","(620, 750)","(640, 750)","(600, 730)","(620, 730)","(640, 730)","(590, 710)","(610, 710)","(630, 710)","(580, 690)","(600, 690)","(620, 690)","(580, 670)","(600, 670)","(620, 670)","(580, 650)","(600, 650)","(620, 650)","(580, 630)","(600, 630)","(620, 630)","(580, 610)","(600, 610)","(620, 610)","(580, 590)","(600, 590)","(620, 590)","(570, 570)","(590, 570)","(610, 570)","(550, 550)","(570, 550)","(590, 550)","(530, 530)","(550, 530)","(570, 530)","(520, 510)","(540, 510)","(560, 510)","(510, 490)","(530, 490)","(550, 490)","(510, 470)","(530, 470)","(550, 470)","(510, 450)","(530, 450)","(550, 450)","(500, 430)","(520, 430)","(540, 430)","(480, 410)","(500, 410)","(520, 410)","(490, 390)","(510, 390)","(530, 390)","(490, 370)","(510, 370)","(530, 370)","(500, 350)","(520, 350)","(540, 350)","(490, 330)","(510, 330)","(530, 330)","(480, 310)","(500, 310)","(520, 310)","(480, 290)","(500, 290)","(520, 290)","(480, 270)","(500, 270)","(520, 270)","(480, 250)","(500, 250)","(520, 250)","(480, 230)","(500, 230)","(520, 230)","(480, 210)","(500, 210)","(520, 210)","(480, 190)","(500, 190)","(520, 190)","(480, 170)","(500, 170)","(520, 170)","(490, 150)","(510, 150)","(530, 150)","(500, 130)","(520, 130)","(540, 130)","(490, 110)","(510, 110)","(530, 110)"
164,112,112,210,112,112,112,248,160,112,180,108,160,168,156,160,160,124,128,136,356,124,124,184,172,180,156,164,152,148,128,140,168,164,164,184,152,172,210,152,152,198,120,144,148,76,120,168,140,156,124,172,156,160,176,128,160,172,164,164,176,176,176,156,176,176,168,172,184,96,172,160,176,160,176,80,80,80,168,192,168,244,164,192,180,198,116,156,188,128,188,236,136,108,128,264,228,128,20,148,188,116,116,136,176,100,220,172,204,172,176,176,160,168
