"(520, 670)","(530, 670)","(540, 670)","(550, 670)","(560, 670)","(570, 670)","(580, 670)","(590, 670)","(600, 670)","(610, 670)","(620, 670)","(630, 670)","(640, 670)","(520, 660)","(530, 660)","(540, 660)","(550, 660)","(560, 660)","(570, 660)","(580, 660)","(590, 660)","(600, 660)","(610, 660)","(620, 660)","(630, 660)","(640, 660)","(520, 650)","(530, 650)","(540, 650)","(550, 650)","(560, 650)","(570, 650)","(580, 650)","(590, 650)","(600, 650)","(610, 650)","(620, 650)","(630, 650)","(640, 650)","(520, 640)","(530, 640)","(540, 640)","(550, 640)","(560, 640)","(570, 640)","(580, 640)","(590, 640)","(600, 640)","(610, 640)","(620, 640)","(630, 640)","(640, 640)","(520, 630)","(530, 630)","(540, 630)","(550, 630)","(560, 630)","(570, 630)","(580, 630)","(590, 630)","(600, 630)","(610, 630)","(620, 630)","(630, 630)","(640, 630)","(520, 620)","(530, 620)","(540, 620)","(550, 620)","(560, 620)","(570, 620)","(580, 620)","(590, 620)","(600, 620)","(610, 620)","(620, 620)","(630, 620)","(640, 620)","(520, 610)","(530, 610)","(540, 610)","(550, 610)","(560, 610)","(570, 610)","(580, 610)","(590, 610)","(600, 610)","(610, 610)","(620, 610)","(630, 610)","(640, 610)","(520, 600)","(530, 600)","(540, 600)","(550, 600)","(560, 600)","(570, 600)","(580, 600)","(590, 600)","(600, 600)","(610, 600)","(620, 600)","(630, 600)","(640, 600)","(520, 590)","(530, 590)","(540, 590)","(550, 590)","(560, 590)","(570, 590)","(580, 590)","(590, 590)","(600, 590)","(610, 590)","(620, 590)","(630, 590)","(640, 590)","(520, 580)","(530, 580)","(540, 580)","(550, 580)","(560, 580)","(570, 580)","(580, 580)","(590, 580)","(600, 580)","(610, 580)","(620, 580)","(630, 580)","(640, 580)"
160,192,192,164,156,136,164,164,152,188,148,184,148,160,156,192,144,156,156,168,164,164,164,172,132,148,180,204,204,148,156,156,128,168,140,164,168,188,176,210,164,144,124,168,124,164,152,164,204,224,152,204,180,92,100,148,152,164,164,164,164,188,184,204,176,88,92,100,106,160,168,160,164,156,184,210,210,210,88,116,106,120,148,148,152,156,172,204,210,176,176,148,188,106,224,144,144,148,148,176,204,198,176,180,152,184,144,140,132,140,152,148,152,200,198,200,176,180,176,108,124,132,144,148,152,144,144,180,210,176
