"(580, 730)","(590, 730)","(600, 730)","(610, 730)","(620, 730)","(630, 730)","(640, 730)","(580, 720)","(590, 720)","(600, 720)","(610, 720)","(620, 720)","(630, 720)","(640, 720)","(580, 710)","(590, 710)","(600, 710)","(610, 710)","(620, 710)","(630, 710)","(640, 710)","(580, 700)","(590, 700)","(600, 700)","(610, 700)","(620, 700)","(630, 700)","(640, 700)","(580, 690)","(590, 690)","(600, 690)","(610, 690)","(620, 690)","(630, 690)","(640, 690)","(580, 680)","(590, 680)","(600, 680)","(610, 680)","(620, 680)","(630, 680)","(640, 680)","(580, 670)","(590, 670)","(600, 670)","(610, 670)","(620, 670)","(630, 670)","(640, 670)","(580, 660)","(590, 660)","(600, 660)","(610, 660)","(620, 660)","(630, 660)","(640, 660)","(580, 650)","(590, 650)","(600, 650)","(610, 650)","(620, 650)","(630, 650)","(640, 650)","(580, 640)","(590, 640)","(600, 640)","(610, 640)","(620, 640)","(630, 640)","(640, 640)","(580, 630)","(590, 630)","(600, 630)","(610, 630)","(620, 630)","(630, 630)","(640, 630)","(580, 620)","(590, 620)","(600, 620)","(610, 620)","(620, 620)","(630, 620)","(640, 620)","(580, 610)","(590, 610)","(600, 610)","(610, 610)","(620, 610)","(630, 610)","(640, 610)","(580, 600)","(590, 600)","(600, 600)","(610, 600)","(620, 600)","(630, 600)","(640, 600)","(580, 590)","(590, 590)","(600, 590)","(610, 590)","(620, 590)","(630, 590)","(640, 590)","(580, 580)","(590, 580)","(600, 580)","(610, 580)","(620, 580)","(630, 580)","(640, 580)","(580, 570)","(590, 570)","(600, 570)","(610, 570)","(620, 570)","(630, 570)","(640, 570)","(580, 560)","(590, 560)","(600, 560)","(610, 560)","(620, 560)","(630, 560)","(640, 560)","(580, 550)","(590, 550)","(600, 550)","(610, 550)","(620, 550)","(630, 550)","(640, 550)"
172,172,128,184,136,92,356,172,176,184,180,188,184,168,136,124,160,124,136,184,148,156,120,188,184,184,160,152,172,124,180,156,156,172,136,180,188,184,88,148,200,140,164,164,152,188,148,184,148,168,164,164,164,172,132,148,128,168,140,164,168,188,176,164,152,164,204,224,152,204,164,164,164,188,184,204,176,160,164,156,184,210,210,210,152,156,172,204,210,176,176,148,148,176,204,198,176,180,152,148,152,200,198,200,176,148,152,144,144,180,210,176,152,144,172,148,152,198,160,168,164,144,152,320,164,68,156,168,168,152,152,168,172
