"(500, 100)","(550, 100)","(600, 100)","(650, 100)","(500, 150)","(550, 150)","(600, 150)","(650, 150)","(500, 200)","(550, 200)","(600, 200)","(650, 200)","(500, 250)","(550, 250)","(600, 250)","(650, 250)","(500, 300)","(550, 300)","(600, 300)","(650, 300)","(500, 350)","(550, 350)","(600, 350)","(650, 350)","(500, 400)","(550, 400)","(600, 400)","(650, 400)","(500, 450)","(550, 450)","(600, 450)","(650, 450)","(500, 500)","(550, 500)","(600, 500)","(650, 500)","(500, 550)","(550, 550)","(600, 550)","(650, 550)","(500, 600)","(550, 600)","(600, 600)","(650, 600)","(500, 650)","(550, 650)","(600, 650)","(650, 650)","(500, 700)","(550, 700)","(600, 700)","(650, 700)","(500, 750)","(550, 750)","(600, 750)","(650, 750)","(500, 800)","(550, 800)","(600, 800)","(650, 800)","(500, 850)","(550, 850)","(600, 850)","(650, 850)"
56,156,332,168,36,148,128,176,120,84,344,156,332,56,96,200,12,132,64,228,272,308,300,220,336,160,152,36,204,284,84,16,132,216,148,232,276,156,124,240,136,100,300,260,100,140,80,140,160,116,204,124,176,100,8,184,160,120,216,156,152,152,164,160
