"(490, 460)","(500, 460)","(510, 460)","(520, 460)","(530, 460)","(540, 460)","(550, 460)","(490, 450)","(500, 450)","(510, 450)","(520, 450)","(530, 450)","(540, 450)","(550, 450)","(490, 440)","(500, 440)","(510, 440)","(520, 440)","(530, 440)","(540, 440)","(550, 440)","(490, 430)","(500, 430)","(510, 430)","(520, 430)","(530, 430)","(540, 430)","(550, 430)","(490, 420)","(500, 420)","(510, 420)","(520, 420)","(530, 420)","(540, 420)","(550, 420)","(490, 410)","(500, 410)","(510, 410)","(520, 410)","(530, 410)","(540, 410)","(550, 410)","(490, 400)","(500, 400)","(510, 400)","(520, 400)","(530, 400)","(540, 400)","(550, 400)","(490, 390)","(500, 390)","(510, 390)","(520, 390)","(530, 390)","(540, 390)","(550, 390)","(490, 380)","(500, 380)","(510, 380)","(520, 380)","(530, 380)","(540, 380)","(550, 380)","(490, 370)","(500, 370)","(510, 370)","(520, 370)","(530, 370)","(540, 370)","(550, 370)"
184,132,176,168,184,164,136,172,132,176,176,176,160,176,144,188,172,184,176,176,176,172,156,140,176,164,176,164,184,128,236,176,176,172,144,168,172,168,184,172,240,144,168,156,152,168,168,168,144,96,0,172,172,160,176,144,160,160,180,164,164,168,152,176,172,160,176,176,168,172
