"(600, 850)","(620, 850)","(640, 850)","(660, 850)","(590, 830)","(610, 830)","(630, 830)","(650, 830)","(590, 810)","(610, 810)","(630, 810)","(650, 810)","(600, 790)","(620, 790)","(640, 790)","(660, 790)","(600, 770)","(620, 770)","(640, 770)","(660, 770)","(590, 750)","(610, 750)","(630, 750)","(650, 750)","(590, 730)","(610, 730)","(630, 730)","(650, 730)","(580, 710)","(600, 710)","(620, 710)","(640, 710)","(570, 690)","(590, 690)","(610, 690)","(630, 690)","(570, 670)","(590, 670)","(610, 670)","(630, 670)","(570, 650)","(590, 650)","(610, 650)","(630, 650)","(570, 630)","(590, 630)","(610, 630)","(630, 630)","(570, 610)","(590, 610)","(610, 610)","(630, 610)","(570, 590)","(590, 590)","(610, 590)","(630, 590)","(560, 570)","(580, 570)","(600, 570)","(620, 570)","(540, 550)","(560, 550)","(580, 550)","(600, 550)","(520, 530)","(540, 530)","(560, 530)","(580, 530)","(510, 510)","(530, 510)","(550, 510)","(570, 510)","(500, 490)","(520, 490)","(540, 490)","(560, 490)","(500, 470)","(520, 470)","(540, 470)","(560, 470)","(500, 450)","(520, 450)","(540, 450)","(560, 450)","(490, 430)","(510, 430)","(530, 430)","(550, 430)","(470, 410)","(490, 410)","(510, 410)","(530, 410)","(480, 390)","(500, 390)","(520, 390)","(540, 390)","(480, 370)","(500, 370)","(520, 370)","(540, 370)","(490, 350)","(510, 350)","(530, 350)","(550, 350)","(480, 330)","(500, 330)","(520, 330)","(540, 330)","(470, 310)","(490, 310)","(510, 310)","(530, 310)","(470, 290)","(490, 290)","(510, 290)","(530, 290)","(470, 270)","(490, 270)","(510, 270)","(530, 270)","(470, 250)","(490, 250)","(510, 250)","(530, 250)","(470, 230)","(490, 230)","(510, 230)","(530, 230)","(470, 210)","(490, 210)","(510, 210)","(530, 210)","(470, 190)","(490, 190)","(510, 190)","(530, 190)","(470, 170)","(490, 170)","(510, 170)","(530, 170)","(480, 150)","(500, 150)","(520, 150)","(540, 150)","(490, 130)","(510, 130)","(530, 130)","(550, 130)","(480, 110)","(500, 110)","(520, 110)","(540, 110)",AVG
98,108,108,60,20,12,98,108,18,90,12,34,16,18,50,22,46,64,48,44,34,38,80,32,18,6,98,14,66,38,56,42,4,82,50,32,52,24,12,22,10,6,0,18,20,20,4,20,24,6,48,12,78,64,4,4,100,70,44,58,98,78,74,54,62,30,68,136,48,66,16,32,26,22,38,54,12,14,6,28,52,8,24,24,42,96,42,34,144,8,8,70,144,166,6,12,56,8,10,2,18,18,14,10,4,44,26,32,8,38,36,36,66,24,24,80,162,30,2,46,18,14,78,60,16,52,32,40,62,42,34,168,42,6,2,178,58,2,58,24,66,62,44,20,56,8,2,10,86,62,16,26,43.18421052631579
