"(500, 100)","(530, 100)","(560, 100)","(590, 100)","(620, 100)","(650, 100)","(500, 130)","(530, 130)","(560, 130)","(590, 130)","(620, 130)","(650, 130)","(500, 160)","(530, 160)","(560, 160)","(590, 160)","(620, 160)","(650, 160)","(500, 190)","(530, 190)","(560, 190)","(590, 190)","(620, 190)","(650, 190)","(500, 220)","(530, 220)","(560, 220)","(590, 220)","(620, 220)","(650, 220)","(500, 250)","(530, 250)","(560, 250)","(590, 250)","(620, 250)","(650, 250)","(500, 280)","(530, 280)","(560, 280)","(590, 280)","(620, 280)","(650, 280)","(500, 310)","(530, 310)","(560, 310)","(590, 310)","(620, 310)","(650, 310)","(500, 340)","(530, 340)","(560, 340)","(590, 340)","(620, 340)","(650, 340)","(500, 370)","(530, 370)","(560, 370)","(590, 370)","(620, 370)","(650, 370)","(500, 400)","(530, 400)","(560, 400)","(590, 400)","(620, 400)","(650, 400)","(500, 430)","(530, 430)","(560, 430)","(590, 430)","(620, 430)","(650, 430)","(500, 460)","(530, 460)","(560, 460)","(590, 460)","(620, 460)","(650, 460)","(500, 490)","(530, 490)","(560, 490)","(590, 490)","(620, 490)","(650, 490)","(500, 520)","(530, 520)","(560, 520)","(590, 520)","(620, 520)","(650, 520)","(500, 550)","(530, 550)","(560, 550)","(590, 550)","(620, 550)","(650, 550)","(500, 580)","(530, 580)","(560, 580)","(590, 580)","(620, 580)","(650, 580)","(500, 610)","(530, 610)","(560, 610)","(590, 610)","(620, 610)","(650, 610)","(500, 640)","(530, 640)","(560, 640)","(590, 640)","(620, 640)","(650, 640)","(500, 670)","(530, 670)","(560, 670)","(590, 670)","(620, 670)","(650, 670)","(500, 700)","(530, 700)","(560, 700)","(590, 700)","(620, 700)","(650, 700)","(500, 730)","(530, 730)","(560, 730)","(590, 730)","(620, 730)","(650, 730)","(500, 760)","(530, 760)","(560, 760)","(590, 760)","(620, 760)","(650, 760)","(500, 790)","(530, 790)","(560, 790)","(590, 790)","(620, 790)","(650, 790)","(500, 820)","(530, 820)","(560, 820)","(590, 820)","(620, 820)","(650, 820)","(500, 850)","(530, 850)","(560, 850)","(590, 850)","(620, 850)","(650, 850)"
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
