"(490, 100)","(520, 100)","(550, 100)","(580, 100)","(610, 100)","(640, 100)","(490, 130)","(520, 130)","(550, 130)","(580, 130)","(610, 130)","(640, 130)","(490, 160)","(520, 160)","(550, 160)","(580, 160)","(610, 160)","(640, 160)","(490, 190)","(520, 190)","(550, 190)","(580, 190)","(610, 190)","(640, 190)","(490, 220)","(520, 220)","(550, 220)","(580, 220)","(610, 220)","(640, 220)","(490, 250)","(520, 250)","(550, 250)","(580, 250)","(610, 250)","(640, 250)","(490, 280)","(520, 280)","(550, 280)","(580, 280)","(610, 280)","(640, 280)","(490, 310)","(520, 310)","(550, 310)","(580, 310)","(610, 310)","(640, 310)","(490, 340)","(520, 340)","(550, 340)","(580, 340)","(610, 340)","(640, 340)","(490, 370)","(520, 370)","(550, 370)","(580, 370)","(610, 370)","(640, 370)","(490, 400)","(520, 400)","(550, 400)","(580, 400)","(610, 400)","(640, 400)","(490, 430)","(520, 430)","(550, 430)","(580, 430)","(610, 430)","(640, 430)","(490, 460)","(520, 460)","(550, 460)","(580, 460)","(610, 460)","(640, 460)","(490, 490)","(520, 490)","(550, 490)","(580, 490)","(610, 490)","(640, 490)","(490, 520)","(520, 520)","(550, 520)","(580, 520)","(610, 520)","(640, 520)","(490, 550)","(520, 550)","(550, 550)","(580, 550)","(610, 550)","(640, 550)","(490, 580)","(520, 580)","(550, 580)","(580, 580)","(610, 580)","(640, 580)","(490, 610)","(520, 610)","(550, 610)","(580, 610)","(610, 610)","(640, 610)","(490, 640)","(520, 640)","(550, 640)","(580, 640)","(610, 640)","(640, 640)","(490, 670)","(520, 670)","(550, 670)","(580, 670)","(610, 670)","(640, 670)","(490, 700)","(520, 700)","(550, 700)","(580, 700)","(610, 700)","(640, 700)","(490, 730)","(520, 730)","(550, 730)","(580, 730)","(610, 730)","(640, 730)","(490, 760)","(520, 760)","(550, 760)","(580, 760)","(610, 760)","(640, 760)","(490, 790)","(520, 790)","(550, 790)","(580, 790)","(610, 790)","(640, 790)","(490, 820)","(520, 820)","(550, 820)","(580, 820)","(610, 820)","(640, 820)","(490, 850)","(520, 850)","(550, 850)","(580, 850)","(610, 850)","(640, 850)"
340,356,344,352,4,340,44,356,4,8,0,336,336,336,332,8,28,0,4,356,24,324,188,344,4,24,84,0,180,20,24,12,328,308,12,0,352,344,348,336,352,340,0,16,344,0,356,344,0,356,344,356,348,348,0,0,356,356,352,8,12,348,348,328,324,308,352,4,348,348,320,0,8,352,340,348,352,348,4,356,356,348,0,0,0,0,340,348,352,336,0,4,268,340,336,348,0,4,356,0,0,0,0,324,356,0,0,0,16,8,348,0,16,356,28,344,348,348,32,344,0,4,348,352,348,348,352,348,320,0,348,156,0,348,344,344,344,336,8,352,352,348,348,344,352,348,344,324,4,336,356,352,352,340,348,348
