"(490, 850)","(520, 850)","(550, 850)","(580, 850)","(610, 850)","(640, 850)","(490, 820)","(520, 820)","(550, 820)","(580, 820)","(610, 820)","(640, 820)","(490, 790)","(520, 790)","(550, 790)","(580, 790)","(610, 790)","(640, 790)","(490, 760)","(520, 760)","(550, 760)","(580, 760)","(610, 760)","(640, 760)","(490, 730)","(520, 730)","(550, 730)","(580, 730)","(610, 730)","(640, 730)","(490, 700)","(520, 700)","(550, 700)","(580, 700)","(610, 700)","(640, 700)","(490, 670)","(520, 670)","(550, 670)","(580, 670)","(610, 670)","(640, 670)","(490, 640)","(520, 640)","(550, 640)","(580, 640)","(610, 640)","(640, 640)","(490, 610)","(520, 610)","(550, 610)","(580, 610)","(610, 610)","(640, 610)","(490, 580)","(520, 580)","(550, 580)","(580, 580)","(610, 580)","(640, 580)","(490, 550)","(520, 550)","(550, 550)","(580, 550)","(610, 550)","(640, 550)","(490, 520)","(520, 520)","(550, 520)","(580, 520)","(610, 520)","(640, 520)","(490, 490)","(520, 490)","(550, 490)","(580, 490)","(610, 490)","(640, 490)","(490, 460)","(520, 460)","(550, 460)","(580, 460)","(610, 460)","(640, 460)","(490, 430)","(520, 430)","(550, 430)","(580, 430)","(610, 430)","(640, 430)","(490, 400)","(520, 400)","(550, 400)","(580, 400)","(610, 400)","(640, 400)","(490, 370)","(520, 370)","(550, 370)","(580, 370)","(610, 370)","(640, 370)","(490, 340)","(520, 340)","(550, 340)","(580, 340)","(610, 340)","(640, 340)","(490, 310)","(520, 310)","(550, 310)","(580, 310)","(610, 310)","(640, 310)","(490, 280)","(520, 280)","(550, 280)","(580, 280)","(610, 280)","(640, 280)","(490, 250)","(520, 250)","(550, 250)","(580, 250)","(610, 250)","(640, 250)","(490, 220)","(520, 220)","(550, 220)","(580, 220)","(610, 220)","(640, 220)","(490, 190)","(520, 190)","(550, 190)","(580, 190)","(610, 190)","(640, 190)","(490, 160)","(520, 160)","(550, 160)","(580, 160)","(610, 160)","(640, 160)","(490, 130)","(520, 130)","(550, 130)","(580, 130)","(610, 130)","(640, 130)","(490, 100)","(520, 100)","(550, 100)","(580, 100)","(610, 100)","(640, 100)",AVG
108,60,52,52,168,180,108,108,124,116,108,144,106,102,110,122,152,134,132,138,150,158,78,72,132,46,70,64,42,142,84,66,68,56,90,94,184,184,112,60,80,142,82,122,142,124,76,166,62,220,140,122,112,188,102,26,32,62,94,60,118,78,36,42,80,138,148,86,52,122,24,216,74,110,106,126,144,230,112,70,92,60,190,146,50,8,102,52,144,168,98,100,30,74,142,138,108,122,116,126,170,138,128,156,134,126,134,158,150,144,150,138,138,132,110,120,144,130,144,134,94,120,124,142,122,130,116,122,98,106,112,118,98,126,120,130,100,144,88,90,96,112,136,106,88,104,116,122,114,130,168,110,148,154,122,154,113.24358974358974
