"(450, 350)","(460, 350)","(470, 350)","(480, 350)","(490, 350)","(500, 350)","(510, 350)","(520, 350)","(530, 350)","(540, 350)","(550, 350)","(560, 350)","(570, 350)","(580, 350)","(590, 350)","(600, 350)","(450, 360)","(460, 360)","(470, 360)","(480, 360)","(490, 360)","(500, 360)","(510, 360)","(520, 360)","(530, 360)","(540, 360)","(550, 360)","(560, 360)","(570, 360)","(580, 360)","(590, 360)","(600, 360)","(450, 370)","(460, 370)","(470, 370)","(480, 370)","(490, 370)","(500, 370)","(510, 370)","(520, 370)","(530, 370)","(540, 370)","(550, 370)","(560, 370)","(570, 370)","(580, 370)","(590, 370)","(600, 370)","(450, 380)","(460, 380)","(470, 380)","(480, 380)","(490, 380)","(500, 380)","(510, 380)","(520, 380)","(530, 380)","(540, 380)","(550, 380)","(560, 380)","(570, 380)","(580, 380)","(590, 380)","(600, 380)","(450, 390)","(460, 390)","(470, 390)","(480, 390)","(490, 390)","(500, 390)","(510, 390)","(520, 390)","(530, 390)","(540, 390)","(550, 390)","(560, 390)","(570, 390)","(580, 390)","(590, 390)","(600, 390)","(450, 400)","(460, 400)","(470, 400)","(480, 400)","(490, 400)","(500, 400)","(510, 400)","(520, 400)","(530, 400)","(540, 400)","(550, 400)","(560, 400)","(570, 400)","(580, 400)","(590, 400)","(600, 400)","(450, 410)","(460, 410)","(470, 410)","(480, 410)","(490, 410)","(500, 410)","(510, 410)","(520, 410)","(530, 410)","(540, 410)","(550, 410)","(560, 410)","(570, 410)","(580, 410)","(590, 410)","(600, 410)","(450, 420)","(460, 420)","(470, 420)","(480, 420)","(490, 420)","(500, 420)","(510, 420)","(520, 420)","(530, 420)","(540, 420)","(550, 420)","(560, 420)","(570, 420)","(580, 420)","(590, 420)","(600, 420)","(450, 430)","(460, 430)","(470, 430)","(480, 430)","(490, 430)","(500, 430)","(510, 430)","(520, 430)","(530, 430)","(540, 430)","(550, 430)","(560, 430)","(570, 430)","(580, 430)","(590, 430)","(600, 430)","(450, 440)","(460, 440)","(470, 440)","(480, 440)","(490, 440)","(500, 440)","(510, 440)","(520, 440)","(530, 440)","(540, 440)","(550, 440)","(560, 440)","(570, 440)","(580, 440)","(590, 440)","(600, 440)","(450, 450)","(460, 450)","(470, 450)","(480, 450)","(490, 450)","(500, 450)","(510, 450)","(520, 450)","(530, 450)","(540, 450)","(550, 450)","(560, 450)","(570, 450)","(580, 450)","(590, 450)","(600, 450)","(450, 460)","(460, 460)","(470, 460)","(480, 460)","(490, 460)","(500, 460)","(510, 460)","(520, 460)","(530, 460)","(540, 460)","(550, 460)","(560, 460)","(570, 460)","(580, 460)","(590, 460)","(600, 460)","(450, 470)","(460, 470)","(470, 470)","(480, 470)","(490, 470)","(500, 470)","(510, 470)","(520, 470)","(530, 470)","(540, 470)","(550, 470)","(560, 470)","(570, 470)","(580, 470)","(590, 470)","(600, 470)","(450, 480)","(460, 480)","(470, 480)","(480, 480)","(490, 480)","(500, 480)","(510, 480)","(520, 480)","(530, 480)","(540, 480)","(550, 480)","(560, 480)","(570, 480)","(580, 480)","(590, 480)","(600, 480)","(450, 490)","(460, 490)","(470, 490)","(480, 490)","(490, 490)","(500, 490)","(510, 490)","(520, 490)","(530, 490)","(540, 490)","(550, 490)","(560, 490)","(570, 490)","(580, 490)","(590, 490)","(600, 490)","(450, 500)","(460, 500)","(470, 500)","(480, 500)","(490, 500)","(500, 500)","(510, 500)","(520, 500)","(530, 500)","(540, 500)","(550, 500)","(560, 500)","(570, 500)","(580, 500)","(590, 500)","(600, 500)"
184,168,172,128,132,148,200,172,156,172,256,152,220,200,168,188,176,184,132,160,164,180,204,160,176,204,152,176,152,132,140,152,152,160,168,164,164,228,160,212,160,212,184,172,172,204,200,180,152,140,176,160,164,180,168,212,204,184,200,176,204,148,136,200,164,156,176,132,180,220,212,144,172,164,172,184,180,200,228,176,168,168,172,212,172,224,200,212,200,172,176,180,200,188,180,176,184,168,160,180,168,180,176,172,116,200,192,192,180,120,176,108,176,172,192,176,188,192,160,204,184,180,188,188,176,184,152,188,172,180,168,204,180,164,188,192,184,172,172,188,168,188,188,180,148,184,176,180,176,184,188,180,180,184,184,168,168,168,168,172,176,176,176,180,172,184,168,168,144,180,168,172,164,176,168,168,184,176,176,172,168,180,184,160,148,176,184,172,184,172,164,164,168,176,172,176,164,180,180,180,168,180,168,176,172,172,184,164,172,160,176,168,164,168,168,160,160,160,216,172,172,176,160,168,140,164,168,172,160,160,156,172,160,156,120,172,176,172,168,164,140,164,156,160,160,164,152,160,160,156,168,168,176,180,160,144
