"(500, 130)","(510, 130)","(520, 130)","(530, 130)","(500, 120)","(510, 120)","(520, 120)","(530, 120)","(500, 110)","(510, 110)","(520, 110)","(530, 110)","(500, 100)","(510, 100)","(520, 100)","(530, 100)"
156,176,152,152,276,136,140,176,156,152,148,152,136,180,144,172
