X_COOR,Y_COOR,HEADING,MATCHED_ROUTE_VIEW_IDX
600,850,128,624
620,850,112,321
640,850,128,734
660,850,0,697
590,830,336,344
610,830,8,482
630,830,0,612
650,830,8,466
590,810,96,624
610,810,128,611
630,810,80,734
650,810,40,625
600,790,128,482
620,790,72,480
640,790,8,466
660,790,8,734
600,770,56,321
620,770,80,380
640,770,64,306
660,770,8,466
590,750,304,766
610,750,8,697
630,750,296,323
650,750,96,480
590,730,8,616
610,730,88,478
630,730,48,335
650,730,40,625
580,710,320,766
600,710,8,341
620,710,344,767
640,710,40,697
570,690,88,340
590,690,48,697
610,690,48,380
630,690,8,625
570,670,64,625
590,670,88,480
610,670,344,502
630,670,344,480
570,650,88,480
590,650,96,624
610,650,352,611
630,650,32,308
570,630,40,321
590,630,56,624
610,630,112,624
630,630,112,611
570,610,48,501
590,610,40,611
610,610,88,624
630,610,72,482
570,590,32,321
590,590,64,625
610,590,80,611
630,590,72,504
560,570,16,611
580,570,56,341
600,570,72,663
620,570,64,308
540,550,16,624
560,550,80,307
580,550,80,624
600,550,56,340
520,530,16,466
540,530,288,466
560,530,88,617
580,530,64,625
510,510,8,341
530,510,8,466
550,510,16,466
570,510,24,321
500,490,8,341
520,490,72,308
540,490,8,341
560,490,48,624
500,470,72,482
520,470,352,482
540,470,80,480
560,470,0,340
500,450,160,320
520,450,80,624
540,450,80,618
560,450,64,466
490,430,112,320
510,430,96,335
530,430,48,624
550,430,72,624
470,410,352,482
490,410,352,624
510,410,72,504
530,410,72,466
480,390,56,341
500,390,0,321
520,390,56,339
540,390,72,321
480,370,80,480
500,370,64,473
520,370,80,321
540,370,64,770
490,350,80,767
510,350,152,767
530,350,80,767
550,350,0,321
480,330,344,466
500,330,80,321
520,330,120,339
540,330,88,473
470,310,344,480
490,310,56,480
510,310,120,478
530,310,88,380
470,290,56,697
490,290,88,462
510,290,88,306
530,290,96,321
470,270,56,205
490,270,296,768
510,270,96,466
530,270,8,768
470,250,48,697
490,250,64,306
510,250,48,321
530,250,72,306
470,230,72,480
490,230,80,473
510,230,72,321
530,230,48,321
470,210,128,766
490,210,136,734
510,210,40,767
530,210,320,734
470,190,336,624
490,190,136,710
510,190,80,321
530,190,16,339
470,170,336,466
490,170,40,473
510,170,120,734
530,170,120,320
480,150,120,462
500,150,120,710
520,150,88,480
540,150,80,321
490,130,112,321
510,130,120,765
530,130,88,321
550,130,328,466
480,110,112,611
500,110,88,480
520,110,112,321
540,110,112,697
