X_COOR,Y_COOR,HEADING,MATCHED_ROUTE_VIEW_IDX
600,850,116,207
620,850,76,413
640,850,104,642
660,850,92,155
590,830,120,804
610,830,40,710
630,830,88,345
650,830,88,306
590,810,112,613
610,810,100,320
630,810,96,483
650,810,128,263
600,790,100,204
620,790,104,320
640,790,88,642
660,790,8,734
600,770,100,478
620,770,92,326
640,770,88,790
660,770,32,114
590,750,64,380
610,750,68,623
630,750,60,312
650,750,72,478
590,730,64,205
610,730,88,478
630,730,88,478
650,730,84,380
580,710,92,478
600,710,8,341
620,710,96,412
640,710,72,335
570,690,52,321
590,690,100,1
610,690,100,722
630,690,84,144
570,670,96,768
590,670,88,480
610,670,100,310
630,670,56,306
570,650,120,766
590,650,104,524
610,650,184,238
630,650,36,473
570,630,68,584
590,630,84,608
610,630,76,326
630,630,72,482
570,610,80,711
590,610,40,611
610,610,100,475
630,610,84,504
570,590,56,321
590,590,76,625
610,590,48,762
630,590,80,306
560,570,20,321
580,570,64,697
600,570,72,663
620,570,64,308
540,550,84,617
560,550,52,611
580,550,80,624
600,550,200,246
520,530,40,805
540,530,52,504
560,530,72,697
580,530,72,660
510,510,44,345
530,510,56,306
550,510,64,622
570,510,80,622
500,490,16,321
520,490,24,669
540,490,16,624
560,490,16,321
500,470,40,23
520,470,76,766
540,470,72,660
560,470,68,800
500,450,104,604
520,450,72,341
540,450,76,466
560,450,64,466
490,430,52,669
510,430,104,799
530,430,64,466
550,430,60,326
470,410,192,653
490,410,212,152
510,410,76,340
530,410,76,767
480,390,68,482
500,390,8,766
520,390,76,768
540,390,76,748
480,370,96,748
500,370,96,4
520,370,80,321
540,370,60,720
490,350,84,623
510,350,80,345
530,350,100,380
550,350,56,473
480,330,80,734
500,330,80,321
520,330,84,642
540,330,108,345
470,310,100,642
490,310,136,505
510,310,80,623
530,310,100,764
470,290,112,748
490,290,96,642
510,290,112,469
530,290,76,763
470,270,120,321
490,270,116,380
510,270,100,805
530,270,108,767
470,250,80,345
490,250,124,4
510,250,120,388
530,250,76,345
470,230,76,466
490,230,96,734
510,230,84,642
530,230,120,310
470,210,108,464
490,210,120,692
510,210,88,345
530,210,116,320
470,190,132,480
490,190,96,473
510,190,84,687
530,190,92,687
470,170,96,484
490,170,108,324
510,170,100,388
530,170,116,388
480,150,116,720
500,150,120,710
520,150,92,321
540,150,112,480
490,130,108,321
510,130,104,473
530,130,72,721
550,130,100,685
480,110,112,611
500,110,104,470
520,110,80,710
540,110,76,642
