X [mm], Y [mm], Z [mm], Heading [degrees], Filename
6268.64, 8075.38, 1800, 107.486, image_00056.png
6278.18, 8072.38, 1800, 107.417, image_00057.png
6287.72, 8069.37, 1800, 107.561, image_00058.png
6297.23, 8066.29, 1800, 107.922, image_00059.png
6306.71, 8063.11, 1800, 108.53, image_00060.png
6316.15, 8059.79, 1800, 109.383, image_00061.png
6325.51, 8056.29, 1800, 110.536, image_00062.png
6334.78, 8052.54, 1800, 112.018, image_00063.png
6343.93, 8048.49, 1800, 113.895, image_00064.png
6352.9, 8044.07, 1800, 116.244, image_00065.png
6361.63, 8039.19, 1800, 119.165, image_00066.png
6370.04, 8033.78, 1800, 122.782, image_00067.png
6378, 8027.73, 1800, 127.231, image_00068.png
6385.36, 8020.96, 1800, 132.653, image_00069.png
6391.9, 8013.4, 1800, 139.123, image_00070.png
6397.41, 8005.05, 1800, 146.572, image_00071.png
6401.69, 7996.01, 1800, 162.467, image_00072.png
6404.7, 7986.48, 1800, 169.09, image_00073.png
6406.59, 7976.66, 1800, 174.553, image_00074.png
6407.54, 7966.7, 1800, 179.025, image_00075.png
6407.71, 7956.71, 1800, 182.676, image_00076.png
6407.24, 7946.72, 1800, 185.683, image_00077.png
6406.25, 7936.77, 1800, 188.175, image_00078.png
6404.83, 7926.87, 1800, 190.254, image_00079.png
6403.05, 7917.03, 1800, 191.997, image_00080.png
6400.97, 7907.25, 1800, 193.47, image_00081.png
6398.64, 7897.52, 1800, 194.713, image_00082.png
6396.1, 7887.85, 1800, 195.766, image_00083.png
6393.38, 7878.23, 1800, 196.657, image_00084.png
6390.52, 7868.65, 1800, 197.4, image_00085.png
6387.53, 7859.1, 1800, 198.017, image_00086.png
6384.43, 7849.59, 1800, 198.518, image_00087.png
6381.26, 7840.11, 1800, 198.915, image_00088.png
6378.01, 7830.65, 1800, 199.21, image_00089.png
6374.72, 7821.21, 1800, 199.409, image_00090.png
6371.4, 7811.78, 1800, 199.409, image_00091.png
6368.06, 7802.35, 1800, 199.516, image_00092.png
6364.72, 7792.93, 1800, 199.525, image_00093.png
6361.39, 7783.5, 1800, 199.436, image_00094.png
6358.09, 7774.05, 1800, 199.248, image_00095.png
6354.85, 7764.6, 1800, 198.945, image_00096.png
6351.67, 7755.11, 1800, 198.52, image_00097.png
6348.59, 7745.6, 1800, 197.954, image_00098.png
6345.61, 7736.05, 1800, 197.303, image_00099.png
6342.75, 7726.47, 1800, 196.63, image_00100.png
6340.01, 7716.86, 1800, 195.945, image_00101.png
6337.37, 7707.21, 1800, 195.255, image_00102.png
6334.86, 7697.53, 1800, 194.564, image_00103.png
6332.46, 7687.82, 1800, 193.885, image_00104.png
6330.17, 7678.09, 1800, 193.215, image_00105.png
6328, 7668.33, 1800, 192.575, image_00106.png
6325.92, 7658.54, 1800, 191.963, image_00107.png
6323.95, 7648.74, 1800, 191.388, image_00108.png
6322.06, 7638.92, 1800, 190.859, image_00109.png
6320.26, 7629.08, 1800, 190.385, image_00110.png
6318.53, 7619.24, 1800, 189.959, image_00111.png
6316.86, 7609.38, 1800, 189.594, image_00112.png
6315.25, 7599.51, 1800, 189.288, image_00113.png
6313.68, 7589.63, 1800, 189.035, image_00114.png
6312.14, 7579.75, 1800, 188.838, image_00115.png
6310.63, 7569.86, 1800, 188.699, image_00116.png
6309.13, 7559.98, 1800, 188.605, image_00117.png
6307.65, 7550.09, 1800, 188.56, image_00118.png
6306.16, 7540.2, 1800, 188.555, image_00119.png
6304.67, 7530.31, 1800, 188.584, image_00120.png
6303.16, 7520.43, 1800, 188.649, image_00121.png
6301.64, 7510.54, 1800, 188.74, image_00122.png
6300.1, 7500.66, 1800, 188.856, image_00123.png
6298.54, 7490.78, 1800, 188.986, image_00124.png
6296.96, 7480.91, 1800, 189.108, image_00125.png
6295.36, 7471.04, 1800, 189.212, image_00126.png
6293.74, 7461.17, 1800, 189.306, image_00127.png
6292.11, 7451.3, 1800, 189.385, image_00128.png
6290.47, 7441.44, 1800, 189.46, image_00129.png
6288.81, 7431.58, 1800, 189.518, image_00130.png
6287.15, 7421.72, 1800, 189.575, image_00131.png
6285.48, 7411.86, 1800, 189.619, image_00132.png
6283.8, 7402, 1800, 189.659, image_00133.png
6282.12, 7392.14, 1800, 189.696, image_00134.png
6280.43, 7382.29, 1800, 189.718, image_00135.png
6278.74, 7372.43, 1800, 189.742, image_00136.png
6277.04, 7362.57, 1800, 189.755, image_00137.png
6275.35, 7352.72, 1800, 189.766, image_00138.png
6273.65, 7342.86, 1800, 189.768, image_00139.png
6271.95, 7333.01, 1800, 189.765, image_00140.png
6270.26, 7323.15, 1800, 189.756, image_00141.png
6268.57, 7313.3, 1800, 189.737, image_00142.png
6266.88, 7303.44, 1800, 189.713, image_00143.png
6265.2, 7293.58, 1800, 189.681, image_00144.png
6263.52, 7283.72, 1800, 189.641, image_00145.png
6261.86, 7273.86, 1800, 189.588, image_00146.png
6260.2, 7264, 1800, 189.523, image_00147.png
6258.56, 7254.14, 1800, 189.444, image_00148.png
6256.94, 7244.27, 1800, 189.347, image_00149.png
6255.34, 7234.4, 1800, 189.226, image_00150.png
6253.76, 7224.53, 1800, 189.08, image_00151.png
6252.21, 7214.65, 1800, 188.892, image_00152.png
6250.71, 7204.76, 1800, 188.656, image_00153.png
6249.25, 7194.87, 1800, 188.34, image_00154.png
6247.86, 7184.96, 1800, 188.011, image_00155.png
6246.51, 7175.05, 1800, 187.768, image_00156.png
6245.17, 7165.14, 1800, 187.691, image_00157.png
6243.8, 7155.24, 1800, 187.877, image_00158.png
6242.34, 7145.35, 1800, 188.417, image_00159.png
6240.72, 7135.48, 1800, 189.343, image_00160.png
6238.88, 7125.65, 1800, 190.589, image_00161.png
6236.81, 7115.87, 1800, 191.984, image_00162.png
6234.5, 7106.14, 1800, 193.37, image_00163.png
6231.97, 7096.46, 1800, 194.626, image_00164.png
6229.27, 7086.83, 1800, 195.702, image_00165.png
6226.41, 7077.25, 1800, 196.602, image_00166.png
6223.43, 7067.7, 1800, 197.337, image_00167.png
6220.35, 7058.19, 1800, 197.943, image_00168.png
6217.19, 7048.7, 1800, 198.436, image_00169.png
6213.96, 7039.24, 1800, 198.847, image_00170.png
6210.68, 7029.79, 1800, 199.185, image_00171.png
6207.34, 7020.37, 1800, 199.473, image_00172.png
6203.97, 7010.95, 1800, 199.711, image_00173.png
6200.56, 7001.55, 1800, 199.919, image_00174.png
6197.13, 6992.16, 1800, 200.09, image_00175.png
6193.67, 6982.77, 1800, 200.227, image_00176.png
6190.2, 6973.4, 1800, 200.332, image_00177.png
6186.71, 6964.02, 1800, 200.407, image_00178.png
6183.21, 6954.66, 1800, 200.465, image_00179.png
6179.71, 6945.29, 1800, 200.506, image_00180.png
6176.2, 6935.92, 1800, 200.531, image_00181.png
6172.7, 6926.56, 1800, 200.543, image_00182.png
6169.19, 6917.2, 1800, 200.547, image_00183.png
6165.68, 6907.83, 1800, 200.536, image_00184.png
6162.17, 6898.47, 1800, 200.521, image_00185.png
6158.67, 6889.1, 1800, 200.498, image_00186.png
6155.17, 6879.73, 1800, 200.462, image_00187.png
6151.69, 6870.36, 1800, 200.423, image_00188.png
6148.2, 6860.99, 1800, 200.377, image_00189.png
6144.73, 6851.61, 1800, 200.322, image_00190.png
6141.27, 6842.23, 1800, 200.262, image_00191.png
6137.81, 6832.84, 1800, 200.197, image_00192.png
6134.37, 6823.45, 1800, 200.12, image_00193.png
6130.95, 6814.06, 1800, 200.043, image_00194.png
6127.53, 6804.66, 1800, 199.952, image_00195.png
6124.14, 6795.25, 1800, 199.86, image_00196.png
6120.76, 6785.84, 1800, 199.758, image_00197.png
6117.39, 6776.42, 1800, 199.648, image_00198.png
6114.05, 6767, 1800, 199.527, image_00199.png
6110.73, 6757.57, 1800, 199.402, image_00200.png
6107.43, 6748.13, 1800, 199.265, image_00201.png
6104.15, 6738.68, 1800, 199.119, image_00202.png
6100.9, 6729.22, 1800, 198.963, image_00203.png
6097.68, 6719.76, 1800, 198.791, image_00204.png
6094.49, 6710.28, 1800, 198.61, image_00205.png
6091.33, 6700.79, 1800, 198.412, image_00206.png
6088.21, 6691.29, 1800, 198.203, image_00207.png
6085.12, 6681.78, 1800, 197.969, image_00208.png
6082.08, 6672.25, 1800, 197.718, image_00209.png
6079.08, 6662.71, 1800, 197.447, image_00210.png
6076.13, 6653.16, 1800, 197.15, image_00211.png
6073.23, 6643.59, 1800, 196.82, image_00212.png
6070.4, 6634, 1800, 196.456, image_00213.png
6067.63, 6624.39, 1800, 196.055, image_00214.png
6064.94, 6614.76, 1800, 195.606, image_00215.png
6062.33, 6605.1, 1800, 195.097, image_00216.png
6059.82, 6595.42, 1800, 194.52, image_00217.png
6057.43, 6585.71, 1800, 193.858, image_00218.png
6055.16, 6575.97, 1800, 193.082, image_00219.png
6053.05, 6566.2, 1800, 192.166, image_00220.png
6051.13, 6556.39, 1800, 191.06, image_00221.png
6049.44, 6546.53, 1800, 189.69, image_00222.png
6048.04, 6536.63, 1800, 188.017, image_00223.png
6046.98, 6526.68, 1800, 186.035, image_00224.png
6046.33, 6516.71, 1800, 183.663, image_00225.png
6046.18, 6506.71, 1800, 180.798, image_00226.png
6046.64, 6496.72, 1800, 177.294, image_00227.png
6047.85, 6486.79, 1800, 172.987, image_00228.png
6049.95, 6477.02, 1800, 167.719, image_00229.png
6053.11, 6467.53, 1800, 161.439, image_00230.png
6057.41, 6458.5, 1800, 154.39, image_00231.png
6062.79, 6450.08, 1800, 147.315, image_00232.png
6069.02, 6442.25, 1800, 141.359, image_00233.png
6075.74, 6434.85, 1800, 137.7, image_00234.png
6082.54, 6427.52, 1800, 137.135, image_00235.png
6088.98, 6419.87, 1800, 139.982, image_00236.png
6094.59, 6411.59, 1800, 145.967, image_00237.png
6099, 6402.62, 1800, 153.993, image_00238.png
6102.07, 6393.1, 1800, 162.279, image_00239.png
6104.06, 6383.3, 1800, 168.597, image_00240.png
6105.3, 6373.38, 1800, 172.96, image_00241.png
6105.99, 6363.4, 1800, 176.087, image_00242.png
6106.27, 6353.41, 1800, 178.407, image_00243.png
6106.25, 6343.41, 1800, 180.15, image_00244.png
6106, 6333.41, 1800, 181.478, image_00245.png
6105.57, 6323.42, 1800, 182.487, image_00246.png
6105.01, 6313.44, 1800, 183.239, image_00247.png
6104.35, 6303.46, 1800, 183.776, image_00248.png
6103.63, 6293.48, 1800, 184.12, image_00249.png
6102.88, 6283.51, 1800, 184.299, image_00250.png
6102.13, 6273.54, 1800, 184.304, image_00251.png
6101.41, 6263.57, 1800, 184.145, image_00252.png
6100.74, 6253.59, 1800, 183.808, image_00253.png
6100.17, 6243.6, 1800, 183.269, image_00254.png
6099.73, 6233.61, 1800, 182.503, image_00255.png
6099.48, 6223.62, 1800, 181.454, image_00256.png
6099.46, 6213.62, 1800, 180.038, image_00257.png
6099.78, 6203.62, 1800, 178.136, image_00258.png
6100.55, 6193.65, 1800, 175.581, image_00259.png
6101.8, 6183.73, 1800, 172.748, image_00260.png
6103.51, 6173.88, 1800, 170.124, image_00261.png
6105.59, 6164.1, 1800, 167.965, image_00262.png
6107.9, 6154.37, 1800, 166.584, image_00263.png
6110.27, 6144.65, 1800, 166.31, image_00264.png
6112.45, 6134.89, 1800, 167.427, image_00265.png
6114.18, 6125.04, 1800, 170.087, image_00266.png
6115.21, 6115.1, 1800, 174.175, image_00267.png
6115.34, 6105.1, 1800, 179.289, image_00268.png
6114.52, 6095.13, 1800, 184.802, image_00269.png
6112.78, 6085.29, 1800, 190.12, image_00270.png
6110.23, 6075.62, 1800, 194.887, image_00271.png
6106.99, 6066.16, 1800, 198.957, image_00272.png
6103.19, 6056.91, 1800, 202.363, image_00273.png
6098.95, 6047.85, 1800, 205.183, image_00274.png
6094.34, 6038.98, 1800, 207.453, image_00275.png
6089.47, 6030.24, 1800, 209.175, image_00276.png
6084.4, 6021.63, 1800, 210.51, image_00277.png
6079.16, 6013.11, 1800, 211.566, image_00278.png
6073.81, 6004.66, 1800, 212.41, image_00279.png
6068.35, 5996.28, 1800, 213.094, image_00280.png
6062.81, 5987.96, 1800, 213.649, image_00281.png
6057.2, 5979.68, 1800, 214.101, image_00282.png
6051.54, 5971.43, 1800, 214.473, image_00283.png
6045.84, 5963.22, 1800, 214.771, image_00284.png
6040.11, 5955.03, 1800, 215.008, image_00285.png
6034.34, 5946.85, 1800, 215.191, image_00286.png
6028.56, 5938.69, 1800, 215.334, image_00287.png
6022.76, 5930.55, 1800, 215.433, image_00288.png
6016.96, 5922.41, 1800, 215.499, image_00289.png
6011.14, 5914.27, 1800, 215.53, image_00290.png
6005.33, 5906.13, 1800, 215.532, image_00291.png
5999.52, 5897.99, 1800, 215.509, image_00292.png
5993.72, 5889.84, 1800, 215.455, image_00293.png
5987.93, 5881.69, 1800, 215.382, image_00294.png
5982.16, 5873.53, 1800, 215.286, image_00295.png
5976.4, 5865.35, 1800, 215.166, image_00296.png
5970.66, 5857.16, 1800, 215.028, image_00297.png
5964.94, 5848.96, 1800, 214.868, image_00298.png
5959.25, 5840.74, 1800, 214.687, image_00299.png
5953.58, 5832.5, 1800, 214.489, image_00300.png
5947.95, 5824.23, 1800, 214.272, image_00301.png
5942.36, 5815.95, 1800, 214.033, image_00302.png
5936.79, 5807.63, 1800, 213.779, image_00303.png
5931.27, 5799.3, 1800, 213.5, image_00304.png
5925.8, 5790.93, 1800, 213.209, image_00305.png
5920.36, 5782.53, 1800, 212.894, image_00306.png
5914.98, 5774.11, 1800, 212.56, image_00307.png
5909.65, 5765.65, 1800, 212.202, image_00308.png
5904.38, 5757.15, 1800, 211.826, image_00309.png
5899.16, 5748.62, 1800, 211.428, image_00310.png
5894.01, 5740.05, 1800, 211.019, image_00311.png
5888.91, 5731.44, 1800, 210.631, image_00312.png
5883.87, 5722.81, 1800, 210.268, image_00313.png
5878.88, 5714.14, 1800, 209.924, image_00314.png
5873.94, 5705.45, 1800, 209.606, image_00315.png
5869.04, 5696.73, 1800, 209.313, image_00316.png
5864.18, 5687.99, 1800, 209.044, image_00317.png
5859.37, 5679.22, 1800, 208.796, image_00318.png
5854.58, 5670.44, 1800, 208.572, image_00319.png
5849.83, 5661.64, 1800, 208.372, image_00320.png
5845.11, 5652.83, 1800, 208.197, image_00321.png
5840.4, 5644.01, 1800, 208.042, image_00322.png
5835.72, 5635.17, 1800, 207.913, image_00323.png
5831.06, 5626.32, 1800, 207.81, image_00324.png
5826.4, 5617.47, 1800, 207.729, image_00325.png
5821.76, 5608.62, 1800, 207.674, image_00326.png
5817.12, 5599.76, 1800, 207.645, image_00327.png
5812.48, 5590.9, 1800, 207.64, image_00328.png
5807.84, 5582.04, 1800, 207.662, image_00329.png
5803.19, 5573.19, 1800, 207.707, image_00330.png
5798.53, 5564.34, 1800, 207.786, image_00331.png
5793.85, 5555.5, 1800, 207.889, image_00332.png
5789.15, 5546.68, 1800, 208.022, image_00333.png
5784.43, 5537.86, 1800, 208.187, image_00334.png
5779.68, 5529.06, 1800, 208.378, image_00335.png
5774.89, 5520.28, 1800, 208.604, image_00336.png
5770.06, 5511.52, 1800, 208.865, image_00337.png
5765.19, 5502.79, 1800, 209.162, image_00338.png
5760.27, 5494.09, 1800, 209.49, image_00339.png
5755.29, 5485.41, 1800, 209.859, image_00340.png
5750.25, 5476.77, 1800, 210.269, image_00341.png
5745.15, 5468.18, 1800, 210.717, image_00342.png
5739.97, 5459.62, 1800, 211.212, image_00343.png
5734.71, 5451.12, 1800, 211.752, image_00344.png
5729.36, 5442.67, 1800, 212.34, image_00345.png
5723.92, 5434.28, 1800, 212.979, image_00346.png
5718.38, 5425.95, 1800, 213.673, image_00347.png
5712.73, 5417.7, 1800, 214.427, image_00348.png
5706.96, 5409.53, 1800, 215.235, image_00349.png
5701.07, 5401.45, 1800, 216.108, image_00350.png
5695.05, 5393.46, 1800, 217.041, image_00351.png
5688.91, 5385.58, 1800, 217.951, image_00352.png
5682.65, 5377.78, 1800, 218.812, image_00353.png
5676.27, 5370.07, 1800, 219.614, image_00354.png
5669.8, 5362.45, 1800, 220.357, image_00355.png
5663.24, 5354.91, 1800, 221.038, image_00356.png
5656.59, 5347.43, 1800, 221.651, image_00357.png
5649.88, 5340.02, 1800, 222.19, image_00358.png
5643.11, 5332.66, 1800, 222.65, image_00359.png
5636.28, 5325.35, 1800, 223.035, image_00360.png
5629.42, 5318.08, 1800, 223.335, image_00361.png
5622.53, 5310.83, 1800, 223.545, image_00362.png
5615.63, 5303.59, 1800, 223.665, image_00363.png
5608.72, 5296.36, 1800, 223.69, image_00364.png
5601.82, 5289.12, 1800, 223.615, image_00365.png
5594.95, 5281.86, 1800, 223.437, image_00366.png
5588.11, 5274.57, 1800, 223.155, image_00367.png
5581.32, 5267.23, 1800, 222.757, image_00368.png
5574.59, 5259.83, 1800, 222.246, image_00369.png
5567.95, 5252.36, 1800, 221.618, image_00370.png
5561.4, 5244.8, 1800, 220.869, image_00371.png
5554.97, 5237.14, 1800, 219.993, image_00372.png
5548.67, 5229.37, 1800, 218.993, image_00373.png
5542.53, 5221.48, 1800, 217.865, image_00374.png
5536.56, 5213.46, 1800, 216.609, image_00375.png
5530.78, 5205.29, 1800, 215.233, image_00376.png
5525.22, 5196.98, 1800, 213.73, image_00377.png
5519.9, 5188.52, 1800, 212.117, image_00378.png
5514.83, 5179.9, 1800, 210.39, image_00379.png
5510.04, 5171.12, 1800, 208.568, image_00380.png
5505.54, 5162.19, 1800, 206.662, image_00381.png
5501.35, 5153.11, 1800, 204.687, image_00382.png
5497.49, 5143.89, 1800, 202.666, image_00383.png
5493.94, 5134.54, 1800, 200.728, image_00384.png
5490.68, 5125.08, 1800, 198.933, image_00385.png
5487.7, 5115.54, 1800, 197.282, image_00386.png
5484.97, 5105.92, 1800, 195.764, image_00387.png
5482.48, 5096.23, 1800, 194.373, image_00388.png
5480.21, 5086.49, 1800, 193.101, image_00389.png
5478.13, 5076.71, 1800, 191.937, image_00390.png
5476.24, 5066.89, 1800, 190.88, image_00391.png
5474.51, 5057.04, 1800, 189.919, image_00392.png
5472.93, 5047.17, 1800, 189.048, image_00393.png
5471.49, 5037.27, 1800, 188.261, image_00394.png
5470.17, 5027.36, 1800, 187.558, image_00395.png
5468.96, 5017.43, 1800, 186.928, image_00396.png
5467.85, 5007.5, 1800, 186.368, image_00397.png
5466.82, 4997.55, 1800, 185.873, image_00398.png
5465.87, 4987.6, 1800, 185.443, image_00399.png
5464.98, 4977.63, 1800, 185.073, image_00400.png
5464.15, 4967.67, 1800, 184.761, image_00401.png
5463.36, 4957.7, 1800, 184.504, image_00402.png
5462.61, 4947.73, 1800, 184.3, image_00403.png
5461.89, 4937.75, 1800, 184.147, image_00404.png
5461.18, 4927.78, 1800, 184.047, image_00405.png
5460.48, 4917.8, 1800, 183.997, image_00406.png
5459.79, 4907.83, 1800, 183.991, image_00407.png
5459.08, 4897.85, 1800, 184.036, image_00408.png
5458.37, 4887.88, 1800, 184.129, image_00409.png
5457.62, 4877.91, 1800, 184.27, image_00410.png
5456.85, 4867.94, 1800, 184.46, image_00411.png
5456.03, 4857.97, 1800, 184.696, image_00412.png
5455.16, 4848.01, 1800, 184.983, image_00413.png
5454.24, 4838.05, 1800, 185.318, image_00414.png
5453.25, 4828.1, 1800, 185.707, image_00415.png
5452.18, 4818.16, 1800, 186.147, image_00416.png
5451.02, 4808.22, 1800, 186.642, image_00417.png
5449.78, 4798.3, 1800, 187.192, image_00418.png
5448.43, 4788.39, 1800, 187.783, image_00419.png
5446.97, 4778.5, 1800, 188.38, image_00420.png
5445.42, 4768.62, 1800, 188.977, image_00421.png
5443.76, 4758.76, 1800, 189.578, image_00422.png
5442, 4748.92, 1800, 190.181, image_00423.png
5440.13, 4739.09, 1800, 190.787, image_00424.png
5438.16, 4729.29, 1800, 191.4, image_00425.png
5436.08, 4719.51, 1800, 192.015, image_00426.png
5433.9, 4709.75, 1800, 192.642, image_00427.png
5431.6, 4700.01, 1800, 193.27, image_00428.png
5429.2, 4690.31, 1800, 193.915, image_00429.png
5426.69, 4680.63, 1800, 194.565, image_00430.png
5424.07, 4670.98, 1800, 195.228, image_00431.png
5421.34, 4661.36, 1800, 195.904, image_00432.png
5418.49, 4651.77, 1800, 196.595, image_00433.png
5415.52, 4642.22, 1800, 197.302, image_00434.png
5412.43, 4632.71, 1800, 198.03, image_00435.png
5409.22, 4623.24, 1800, 198.777, image_00436.png
5405.88, 4613.82, 1800, 199.551, image_00437.png
5402.4, 4604.44, 1800, 200.346, image_00438.png
5398.8, 4595.11, 1800, 201.177, image_00439.png
5395.05, 4585.84, 1800, 202.037, image_00440.png
5391.16, 4576.63, 1800, 202.939, image_00441.png
5387.12, 4567.48, 1800, 203.882, image_00442.png
5382.92, 4558.41, 1800, 204.876, image_00443.png
5378.56, 4549.41, 1800, 205.921, image_00444.png
5374.02, 4540.5, 1800, 207.033, image_00445.png
5369.3, 4531.68, 1800, 208.217, image_00446.png
5364.39, 4522.97, 1800, 209.486, image_00447.png
5359.27, 4514.38, 1800, 210.85, image_00448.png
5353.93, 4505.92, 1800, 212.331, image_00449.png
5348.36, 4497.62, 1800, 213.945, image_00450.png
5342.54, 4489.49, 1800, 215.66, image_00451.png
5336.48, 4481.54, 1800, 217.393, image_00452.png
5330.18, 4473.77, 1800, 219.122, image_00453.png
5323.66, 4466.19, 1800, 220.816, image_00454.png
5316.92, 4458.8, 1800, 222.45, image_00455.png
5309.98, 4451.6, 1800, 223.99, image_00456.png
5302.87, 4444.57, 1800, 225.4, image_00457.png
5295.6, 4437.7, 1800, 226.66, image_00458.png
5288.21, 4430.97, 1800, 227.725, image_00459.png
5280.72, 4424.35, 1800, 228.587, image_00460.png
5273.15, 4417.81, 1800, 229.211, image_00461.png
5265.54, 4411.32, 1800, 229.583, image_00462.png
5257.91, 4404.85, 1800, 229.699, image_00463.png
5250.3, 4398.37, 1800, 229.546, image_00464.png
5242.74, 4391.83, 1800, 229.135, image_00465.png
5235.25, 4385.2, 1800, 228.464, image_00466.png
5227.86, 4378.46, 1800, 227.56, image_00467.png
5220.61, 4371.57, 1800, 226.435, image_00468.png
5213.52, 4364.52, 1800, 225.116, image_00469.png
5206.61, 4357.3, 1800, 223.636, image_00470.png
5199.9, 4349.88, 1800, 222.028, image_00471.png
5193.42, 4342.26, 1800, 220.322, image_00472.png
5187.17, 4334.45, 1800, 218.571, image_00473.png
5181.17, 4326.45, 1800, 216.787, image_00474.png
5175.42, 4318.27, 1800, 215.006, image_00475.png
5169.93, 4309.92, 1800, 213.223, image_00476.png
5164.7, 4301.39, 1800, 211.473, image_00477.png
5159.72, 4292.72, 1800, 209.751, image_00478.png
5155, 4283.9, 1800, 208.081, image_00479.png
5150.53, 4274.96, 1800, 206.46, image_00480.png
5146.31, 4265.89, 1800, 204.895, image_00481.png
5142.33, 4256.72, 1800, 203.396, image_00482.png
5138.58, 4247.45, 1800, 201.955, image_00483.png
5135.05, 4238.09, 1800, 200.58, image_00484.png
5131.74, 4228.66, 1800, 199.264, image_00485.png
5128.64, 4219.15, 1800, 198.015, image_00486.png
5125.74, 4209.58, 1800, 196.825, image_00487.png
5123.02, 4199.96, 1800, 195.693, image_00488.png
5120.49, 4190.28, 1800, 194.613, image_00489.png
5118.13, 4180.57, 1800, 193.593, image_00490.png
5115.94, 4170.81, 1800, 192.618, image_00491.png
5113.9, 4161.02, 1800, 191.691, image_00492.png
5112.02, 4151.2, 1800, 190.811, image_00493.png
5110.28, 4141.35, 1800, 189.975, image_00494.png
5108.68, 4131.48, 1800, 189.177, image_00495.png
5107.21, 4121.59, 1800, 188.417, image_00496.png
5105.86, 4111.68, 1800, 187.692, image_00497.png
5104.64, 4101.76, 1800, 187.003, image_00498.png
5103.52, 4091.82, 1800, 186.345, image_00499.png
5102.52, 4081.87, 1800, 185.715, image_00500.png
5101.63, 4071.91, 1800, 185.113, image_00501.png
5100.83, 4061.94, 1800, 184.536, image_00502.png
5100.13, 4051.96, 1800, 183.989, image_00503.png
5099.52, 4041.98, 1800, 183.46, image_00504.png
5099, 4032, 1800, 182.979, image_00505.png
5098.55, 4022.01, 1800, 182.541, image_00506.png
5098.17, 4012.01, 1800, 182.137, image_00507.png
5097.86, 4002.02, 1800, 181.773, image_00508.png
5097.6, 3992.02, 1800, 181.44, image_00509.png
5097.4, 3982.02, 1800, 181.133, image_00510.png
5097.25, 3972.03, 1800, 180.852, image_00511.png
5097.15, 3962.03, 1800, 180.596, image_00512.png
5097.08, 3952.03, 1800, 180.361, image_00513.png
5097.05, 3942.03, 1800, 180.148, image_00514.png
5097.06, 3932.03, 1800, 179.951, image_00515.png
5097.1, 3922.03, 1800, 179.771, image_00516.png
