X_COOR,Y_COOR,HEADING,MATCHED_ROUTE_VIEW_IDX
600,850,344,414
620,850,344,414
640,850,344,414
660,850,0,488
590,830,230,524
610,830,312,708
630,830,148,436
650,830,328,21
590,810,180,392
610,810,214,340
630,810,198,444
650,810,164,806
600,790,164,399
620,790,262,55
640,790,230,493
660,790,0,604
600,770,180,536
620,770,230,734
640,770,230,394
660,770,50,392
590,750,132,786
610,750,262,431
630,750,312,790
650,750,198,67
590,730,230,465
610,730,296,465
630,730,82,406
650,730,100,744
580,710,82,432
600,710,180,563
620,710,132,430
640,710,66,565
570,690,34,779
590,690,296,461
610,690,132,441
630,690,34,465
570,670,164,278
590,670,328,442
610,670,230,582
630,670,34,474
570,650,164,430
590,650,230,586
610,650,66,738
630,650,116,432
570,630,230,434
590,630,296,461
610,630,296,581
630,630,280,785
570,610,50,445
590,610,116,431
610,610,180,259
630,610,164,278
570,590,66,602
590,590,164,5
610,590,66,474
630,590,100,390
560,570,148,476
580,570,50,602
600,570,50,465
620,570,296,532
540,550,132,347
560,550,50,439
580,550,82,759
600,550,82,721
520,530,214,776
540,530,0,811
560,530,50,385
580,530,148,439
510,510,100,437
530,510,82,721
550,510,230,272
570,510,82,402
500,490,296,67
520,490,66,779
540,490,100,400
560,490,262,628
500,470,82,44
520,470,34,67
540,470,116,385
560,470,100,353
500,450,280,365
520,450,116,152
540,450,262,669
560,450,180,437
490,430,198,392
510,430,344,475
530,430,328,795
550,430,198,365
470,410,230,759
490,410,116,437
510,410,164,131
530,410,132,384
480,390,198,724
500,390,50,773
520,390,82,790
540,390,18,385
480,370,18,388
500,370,66,721
520,370,116,779
540,370,116,779
490,350,82,405
510,350,164,609
530,350,280,433
550,350,66,52
480,330,148,380
500,330,0,783
520,330,214,586
540,330,0,769
470,310,132,791
490,310,198,392
510,310,148,407
530,310,246,67
470,290,0,433
490,290,34,536
510,290,82,779
530,290,328,565
470,270,230,382
490,270,262,430
510,270,262,431
530,270,214,743
470,250,214,603
490,250,328,430
510,250,0,790
530,250,0,755
470,230,312,567
490,230,214,547
510,230,280,464
530,230,132,464
470,210,198,570
490,210,280,275
510,210,50,431
530,210,198,465
470,190,296,377
490,190,180,811
510,190,34,430
530,190,246,433
470,170,312,431
490,170,0,414
510,170,180,549
530,170,164,565
480,150,198,399
500,150,100,465
520,150,164,443
540,150,214,355
490,130,296,431
510,130,180,748
530,130,180,67
550,130,246,399
480,110,132,582
500,110,164,392
520,110,198,67
540,110,50,399
