X_COOR,Y_COOR,HEADING,MATCHED_ROUTE_VIEW_IDX
600,850,184,500
620,850,176,122
640,850,176,382
660,850,176,259
590,830,176,265
610,830,176,366
630,830,184,134
650,830,176,166
590,810,192,366
610,810,184,61
630,810,210,59
650,810,168,92
600,790,184,168
620,790,176,366
640,790,176,124
660,790,160,108
600,770,192,382
620,770,184,170
640,770,176,136
660,770,168,121
590,750,184,128
610,750,192,134
630,750,176,135
650,750,176,124
590,730,210,687
610,730,168,371
630,730,168,257
650,730,176,144
580,710,168,430
600,710,184,738
620,710,184,165
640,710,168,163
570,690,184,379
590,690,184,724
610,690,176,722
630,690,184,215
570,670,192,164
590,670,184,552
610,670,184,145
630,670,168,215
570,650,176,546
590,650,192,373
610,650,152,379
630,650,168,134
570,630,176,430
590,630,184,689
610,630,168,264
630,630,184,365
570,610,168,366
590,610,160,266
610,610,184,271
630,610,176,604
570,590,184,552
590,590,168,155
610,590,200,382
630,590,168,232
560,570,144,757
580,570,184,92
600,570,192,366
620,570,176,165
540,550,152,311
560,550,210,287
580,550,136,265
600,550,160,431
520,530,152,434
540,530,184,165
560,530,144,478
580,530,160,435
510,510,168,379
530,510,160,155
550,510,176,552
570,510,176,241
500,490,176,723
520,490,160,146
540,490,176,556
560,490,168,166
500,470,176,265
520,470,176,81
540,470,168,552
560,470,176,169
500,450,176,164
520,450,176,269
540,450,192,366
560,450,192,478
490,430,200,79
510,430,184,668
530,430,184,379
550,430,192,169
470,410,168,423
490,410,200,311
510,410,192,147
530,410,192,495
480,390,176,271
500,390,192,481
520,390,216,642
540,390,210,169
480,370,160,117
500,370,160,526
520,370,160,32
540,370,216,401
490,350,176,475
510,350,168,89
530,350,224,698
550,350,216,515
480,330,176,514
500,330,176,452
520,330,176,502
540,330,224,566
470,310,184,415
490,310,176,456
510,310,176,542
530,310,184,114
470,290,184,571
490,290,192,736
510,290,184,458
530,290,184,800
470,270,192,458
490,270,184,654
510,270,200,416
530,270,240,427
470,250,176,614
490,250,232,776
510,250,176,456
530,250,168,777
470,230,176,418
490,230,224,458
510,230,216,780
530,230,160,782
470,210,216,603
490,210,168,777
510,210,176,456
530,210,216,437
470,190,210,458
490,190,192,779
510,190,210,437
530,190,216,617
470,170,216,551
490,170,184,776
510,170,232,456
530,170,240,92
480,150,184,246
500,150,192,371
520,150,192,610
540,150,248,554
490,130,200,615
510,130,184,555
530,130,232,246
550,130,210,58
480,110,240,417
500,110,232,452
520,110,184,385
540,110,224,617
