X_COOR,Y_COOR,HEADING,MATCHED_ROUTE_VIEW_IDX
600,850,192,382
620,850,192,68
640,850,176,126
660,850,176,401
590,830,176,68
610,830,176,262
630,830,184,126
650,830,184,262
590,810,176,124
610,810,176,382
630,810,176,738
650,810,176,738
600,790,184,117
620,790,168,125
640,790,168,401
660,790,168,274
600,770,168,401
620,770,168,125
640,770,168,81
660,770,168,94
590,750,168,126
610,750,168,126
630,750,168,401
650,750,168,125
590,730,184,68
610,730,176,371
630,730,168,274
650,730,168,80
580,710,152,546
600,710,184,106
620,710,176,112
640,710,168,74
570,690,168,402
590,690,192,546
610,690,176,738
630,690,168,410
570,670,192,258
590,670,176,568
610,670,176,152
630,670,168,604
570,650,176,272
590,650,192,401
610,650,152,259
630,650,168,126
570,630,168,737
590,630,184,737
610,630,168,274
630,630,184,110
570,610,168,152
590,610,184,257
610,610,184,240
630,610,160,264
570,590,176,265
590,590,184,259
610,590,168,228
630,590,184,69
560,570,176,375
580,570,184,106
600,570,176,641
620,570,176,382
540,550,152,83
560,550,204,788
580,550,168,183
600,550,168,112
520,530,152,739
540,530,152,128
560,530,152,274
580,530,160,94
510,510,160,125
530,510,168,724
550,510,160,128
570,510,168,402
500,490,160,138
520,490,160,126
540,490,184,546
560,490,176,166
500,470,176,737
520,470,176,724
540,470,184,604
560,470,184,720
500,450,176,370
520,450,184,25
540,450,184,604
560,450,184,604
490,430,184,737
510,430,184,604
530,430,176,604
550,430,184,271
470,410,160,416
490,410,204,40
510,410,184,604
530,410,184,62
480,390,176,124
500,390,184,445
520,390,184,547
540,390,160,410
480,370,168,663
500,370,176,548
520,370,152,548
540,370,168,410
490,350,152,547
510,350,160,5
530,350,160,721
550,350,160,416
480,330,168,607
500,330,168,496
520,330,168,548
540,330,184,548
470,310,168,776
490,310,168,609
510,310,176,271
530,310,184,271
470,290,176,748
490,290,168,601
510,290,192,395
530,290,168,615
470,270,168,635
490,270,176,601
510,270,176,601
530,270,168,615
470,250,176,402
490,250,192,402
510,250,168,409
530,250,204,800
470,230,184,548
490,230,204,549
510,230,216,409
530,230,160,778
470,210,168,776
490,210,176,647
510,210,160,555
530,210,216,598
470,190,192,565
490,190,176,803
510,190,204,463
530,190,216,713
470,170,216,727
490,170,192,634
510,170,184,632
530,170,216,546
480,150,204,271
500,150,192,655
520,150,204,776
540,150,204,604
490,130,192,739
510,130,184,604
530,130,184,625
550,130,204,402
480,110,192,599
500,110,176,641
520,110,184,641
540,110,188,401
