X_COOR,Y_COOR,HEADING,MATCHED_ROUTE_VIEW_IDX
600,850,128,759
620,850,8,523
640,850,16,576
660,850,128,572
590,830,136,452
610,830,176,335
630,830,168,620
650,830,8,370
590,810,144,375
610,810,120,552
630,810,352,311
650,810,32,376
600,790,144,452
620,790,120,552
640,790,8,690
660,790,0,330
600,770,168,576
620,770,200,499
640,770,168,63
660,770,136,114
590,750,120,324
610,750,8,94
630,750,352,105
650,750,168,276
590,730,0,688
610,730,120,572
630,730,0,271
650,730,136,16
580,710,120,732
600,710,184,737
620,710,0,339
640,710,24,762
570,690,120,478
590,690,136,640
610,690,136,532
630,690,184,327
570,670,192,439
590,670,112,9
610,670,120,345
630,670,176,716
570,650,120,728
590,650,312,521
610,650,192,613
630,650,168,640
570,630,128,140
590,630,184,81
610,630,336,326
630,630,210,808
570,610,106,208
590,610,288,422
610,610,88,757
630,610,144,760
570,590,248,97
590,590,106,448
610,590,176,660
630,590,352,86
560,570,192,333
580,570,88,168
600,570,128,569
620,570,176,661
540,550,88,449
560,550,240,418
580,550,168,732
600,550,64,311
520,530,344,497
540,530,80,720
560,530,88,114
580,530,0,495
510,510,0,370
530,510,112,134
550,510,312,722
570,510,88,324
500,490,176,84
520,490,176,276
540,490,8,690
560,490,176,88
500,470,80,397
520,470,192,316
540,470,120,379
560,470,8,617
500,450,168,84
520,450,168,234
540,450,168,630
560,450,176,14
490,430,344,707
510,430,168,233
530,430,80,569
550,430,272,418
470,410,352,735
490,410,352,133
510,410,296,324
530,410,344,277
480,390,176,140
500,390,352,100
520,390,312,85
540,390,352,633
480,370,312,112
500,370,328,649
520,370,344,105
540,370,312,90
490,350,56,434
510,350,288,738
530,350,152,379
550,350,128,100
480,330,296,340
500,330,56,205
520,330,120,109
540,330,88,663
470,310,168,579
490,310,344,560
510,310,176,774
530,310,128,445
470,290,288,637
490,290,304,522
510,290,136,320
530,290,112,531
470,270,96,94
490,270,176,114
510,270,296,381
530,270,160,279
470,250,48,319
490,250,160,343
510,250,160,736
530,250,136,111
470,230,160,298
490,230,152,674
510,230,0,612
530,230,120,478
470,210,160,80
490,210,72,85
510,210,176,710
530,210,160,123
470,190,336,346
490,190,144,535
510,190,112,135
530,190,16,76
470,170,344,678
490,170,256,105
510,170,336,103
530,170,48,80
480,150,352,341
500,150,192,88
520,150,336,228
540,150,200,94
490,130,184,95
510,130,184,732
530,130,24,641
550,130,184,100
480,110,312,170
500,110,176,322
520,110,40,560
540,110,40,663
