X_COOR,Y_COOR,HEADING,MATCHED_ROUTE_VIEW_IDX
600,850,184,127
620,850,184,126
640,850,168,23
660,850,176,141
590,830,184,32
610,830,176,72
630,830,184,23
650,830,176,23
590,810,192,25
610,810,176,145
630,810,176,80
650,810,168,23
600,790,184,137
620,790,176,80
640,790,176,106
660,790,192,276
600,770,176,219
620,770,176,143
640,770,168,138
660,770,168,82
590,750,184,219
610,750,192,81
630,750,176,80
650,750,168,140
590,730,176,174
610,730,184,272
630,730,184,261
650,730,168,175
580,710,168,274
600,710,176,241
620,710,192,61
640,710,168,132
570,690,176,28
590,690,192,513
610,690,168,106
630,690,176,5
570,670,176,382
590,670,176,111
610,670,176,133
630,670,168,21
570,650,176,279
590,650,192,139
610,650,136,163
630,650,128,104
570,630,192,274
590,630,168,167
610,630,168,641
630,630,176,405
570,610,160,165
590,610,176,271
610,610,160,558
630,610,144,707
570,590,168,143
590,590,176,552
610,590,176,605
630,590,160,82
560,570,192,552
580,570,176,381
600,570,176,183
620,570,168,124
540,550,160,413
560,550,200,626
580,550,136,280
600,550,144,174
520,530,176,406
540,530,152,106
560,530,168,140
580,530,160,128
510,510,168,133
530,510,168,19
550,510,160,296
570,510,168,435
500,490,176,142
520,490,160,70
540,490,176,275
560,490,176,129
500,470,184,241
520,470,176,163
540,470,184,182
560,470,184,372
500,450,176,81
520,450,184,138
540,450,184,14
560,450,184,382
490,430,184,552
510,430,176,552
530,430,168,241
550,430,176,552
470,410,152,751
490,410,200,600
510,410,184,272
530,410,192,261
480,390,184,32
500,390,184,445
520,390,152,287
540,390,160,241
480,370,168,552
500,370,160,723
520,370,160,146
540,370,152,167
490,350,168,435
510,350,160,258
530,350,160,84
550,350,200,258
480,330,128,5
500,330,168,723
520,330,160,433
540,330,192,601
470,310,168,590
490,310,176,618
510,310,176,117
530,310,176,116
470,290,184,287
490,290,192,393
510,290,192,290
530,290,176,644
470,270,192,615
490,270,184,148
510,270,192,287
530,270,192,279
470,250,184,396
490,250,176,258
510,250,184,739
530,250,192,487
470,230,160,537
490,230,192,225
510,230,176,452
530,230,160,546
470,210,224,775
490,210,200,431
510,210,176,247
530,210,200,605
470,190,184,606
490,190,192,416
510,190,200,32
530,190,216,234
470,170,176,277
490,170,192,512
510,170,192,511
530,170,200,24
480,150,192,417
500,150,184,129
520,150,192,381
540,150,192,20
490,130,192,280
510,130,184,82
530,130,184,161
550,130,210,7
480,110,192,418
500,110,184,131
520,110,184,139
540,110,216,287
