X_COOR,Y_COOR,HEADING,MATCHED_ROUTE_VIEW_IDX
600,850,150,455
620,850,170,427
640,850,162,427
660,850,160,441
590,830,158,783
610,830,174,479
630,830,160,423
650,830,160,426
590,810,134,419
610,810,250,59
630,810,160,426
650,810,158,428
600,790,160,421
620,790,160,414
640,790,158,426
660,790,158,424
600,770,160,414
620,770,158,414
640,770,158,426
660,770,156,426
590,750,160,426
610,750,156,416
630,750,158,431
650,750,216,62
590,730,172,563
610,730,158,414
630,730,176,771
650,730,216,62
580,710,164,568
600,710,112,417
620,710,162,414
640,710,216,62
570,690,160,574
590,690,156,276
610,690,174,444
630,690,174,426
570,670,162,426
590,670,156,426
610,670,182,586
630,670,162,269
570,650,168,428
590,650,172,421
610,650,172,262
630,650,170,262
570,630,170,431
590,630,164,266
610,630,172,262
630,630,184,258
570,610,148,285
590,610,158,271
610,610,202,253
630,610,176,230
570,590,142,298
590,590,150,282
610,590,158,269
630,590,162,267
560,570,186,428
580,570,146,292
600,570,154,273
620,570,152,275
540,550,128,346
560,550,170,451
580,550,172,432
600,550,148,280
520,530,134,391
540,530,156,574
560,530,166,454
580,530,170,431
510,510,150,397
530,510,164,406
550,510,166,411
570,510,202,431
500,490,180,411
520,490,172,427
540,490,160,403
560,490,144,591
500,470,170,451
520,470,172,427
540,470,148,596
560,470,160,562
500,450,172,431
520,450,168,414
540,450,148,580
560,450,152,574
490,430,172,620
510,430,174,615
530,430,144,592
550,430,144,591
470,410,174,435
490,410,160,406
510,410,210,645
530,410,228,432
480,390,158,427
500,390,64,396
520,390,172,615
540,390,160,411
480,370,122,406
500,370,168,622
520,370,160,426
540,370,170,619
490,350,160,627
510,350,164,623
530,350,168,427
550,350,170,431
480,330,150,598
500,330,164,571
520,330,168,614
540,330,166,619
470,310,156,592
490,310,160,581
510,310,160,580
530,310,162,623
470,290,184,615
490,290,164,605
510,290,200,427
530,290,162,623
470,270,182,619
490,270,170,607
510,270,204,427
530,270,180,769
470,250,166,622
490,250,202,426
510,250,208,426
530,250,174,774
470,230,190,771
490,230,264,609
510,230,210,422
530,230,212,423
470,210,232,432
490,210,202,426
510,210,190,431
530,210,194,414
470,190,140,441
490,190,180,441
510,190,232,421
530,190,198,627
470,170,234,420
490,170,210,627
510,170,166,441
530,170,152,426
480,150,280,427
500,150,214,622
520,150,214,618
540,150,180,600
490,130,162,414
510,130,164,431
530,130,212,614
550,130,178,416
480,110,164,414
500,110,160,409
520,110,166,427
540,110,174,423
