X [mm], Y [mm], Z [mm], Heading [degrees], Filename
6300, 8450, 1800, 201.576, image_00000.png
6296.32, 8440.7, 1800, 201.576, image_00001.png
6292.62, 8431.41, 1800, 201.732, image_00002.png
6288.89, 8422.13, 1800, 201.892, image_00003.png
6285.14, 8412.86, 1800, 202.043, image_00004.png
6281.36, 8403.6, 1800, 202.189, image_00005.png
6277.56, 8394.35, 1800, 202.334, image_00006.png
6273.74, 8385.11, 1800, 202.469, image_00007.png
6269.9, 8375.88, 1800, 202.598, image_00008.png
6266.04, 8366.66, 1800, 202.719, image_00009.png
6262.16, 8357.44, 1800, 202.827, image_00010.png
6258.26, 8348.23, 1800, 202.92, image_00011.png
6254.35, 8339.02, 1800, 203, image_00012.png
6250.44, 8329.82, 1800, 203.062, image_00013.png
6246.51, 8320.62, 1800, 203.093, image_00014.png
6242.59, 8311.43, 1800, 203.101, image_00015.png
6238.67, 8302.23, 1800, 203.077, image_00016.png
6234.76, 8293.02, 1800, 203.007, image_00017.png
6230.87, 8283.81, 1800, 202.885, image_00018.png
6227.01, 8274.58, 1800, 202.702, image_00019.png
6223.2, 8265.34, 1800, 202.439, image_00020.png
6219.44, 8256.07, 1800, 202.077, image_00021.png
6215.76, 8246.78, 1800, 201.589, image_00022.png
6212.18, 8237.44, 1800, 200.938, image_00023.png
6208.75, 8228.05, 1800, 200.078, image_00024.png
6205.5, 8218.59, 1800, 198.941, image_00025.png
6202.51, 8209.05, 1800, 197.43, image_00026.png
6199.85, 8199.41, 1800, 195.405, image_00027.png
6197.65, 8189.65, 1800, 192.676, image_00028.png
6196.09, 8179.77, 1800, 188.956, image_00029.png
6195.42, 8169.8, 1800, 183.868, image_00030.png
6195.93, 8159.81, 1800, 177.005, image_00031.png
6197.98, 8150.02, 1800, 168.183, image_00032.png
6201.73, 8140.75, 1800, 157.918, image_00033.png
6207.09, 8132.31, 1800, 138.618, image_00034.png
6213.7, 8124.81, 1800, 131.585, image_00035.png
6221.19, 8118.17, 1800, 126.342, image_00036.png
6229.24, 8112.25, 1800, 122.484, image_00037.png
6237.68, 8106.88, 1800, 119.634, image_00038.png
6246.37, 8101.93, 1800, 117.525, image_00039.png
6255.24, 8097.31, 1800, 116.236, image_00040.png
6264.21, 8092.89, 1800, 115.712, image_00041.png
6273.22, 8088.55, 1800, 115.762, image_00042.png
6282.22, 8084.21, 1800, 116.261, image_00043.png
6291.19, 8079.78, 1800, 117.145, image_00044.png
6300.09, 8075.22, 1800, 118.365, image_00045.png
6308.89, 8070.47, 1800, 119.918, image_00046.png
6317.56, 8065.48, 1800, 121.783, image_00047.png
6326.06, 8060.21, 1800, 123.967, image_00048.png
6334.35, 8054.63, 1800, 126.469, image_00049.png
6342.39, 8048.68, 1800, 129.296, image_00050.png
6350.13, 8042.35, 1800, 132.442, image_00051.png
6357.51, 8035.6, 1800, 135.889, image_00052.png
6364.47, 8028.42, 1800, 139.624, image_00053.png
6370.95, 8020.8, 1800, 143.592, image_00054.png
6376.88, 8012.75, 1800, 147.743, image_00055.png
6382.22, 8004.29, 1800, 152.002, image_00056.png
6386.91, 7995.46, 1800, 156.28, image_00057.png
6390.93, 7986.31, 1800, 160.501, image_00058.png
6394.27, 7976.88, 1800, 164.59, image_00059.png
6396.92, 7967.24, 1800, 168.49, image_00060.png
6398.92, 7957.44, 1800, 172.157, image_00061.png
6400.28, 7947.53, 1800, 175.482, image_00062.png
6401.07, 7937.57, 1800, 178.325, image_00063.png
6401.36, 7927.57, 1800, 180.759, image_00064.png
6401.23, 7917.57, 1800, 182.856, image_00065.png
6400.73, 7907.58, 1800, 184.674, image_00066.png
6399.91, 7897.62, 1800, 186.262, image_00067.png
6398.82, 7887.68, 1800, 187.659, image_00068.png
6397.49, 7877.77, 1800, 188.897, image_00069.png
6395.94, 7867.89, 1800, 189.99, image_00070.png
6394.21, 7858.04, 1800, 190.974, image_00071.png
6392.3, 7848.22, 1800, 190.974, image_00072.png
6390.25, 7838.43, 1800, 191.85, image_00073.png
6388.06, 7828.68, 1800, 192.639, image_00074.png
6385.75, 7818.95, 1800, 193.351, image_00075.png
6383.33, 7809.24, 1800, 193.995, image_00076.png
6380.82, 7799.56, 1800, 194.575, image_00077.png
6378.21, 7789.91, 1800, 195.102, image_00078.png
6375.53, 7780.28, 1800, 195.581, image_00079.png
6372.77, 7770.67, 1800, 196.015, image_00080.png
6369.94, 7761.07, 1800, 196.408, image_00081.png
6367.06, 7751.5, 1800, 196.764, image_00082.png
6364.12, 7741.94, 1800, 197.087, image_00083.png
6361.13, 7732.4, 1800, 197.373, image_00084.png
6358.11, 7722.87, 1800, 197.637, image_00085.png
6355.04, 7713.35, 1800, 197.867, image_00086.png
6351.94, 7703.84, 1800, 198.072, image_00087.png
6348.8, 7694.34, 1800, 198.251, image_00088.png
6345.65, 7684.86, 1800, 198.41, image_00089.png
6342.47, 7675.37, 1800, 198.543, image_00090.png
6339.27, 7665.9, 1800, 198.654, image_00091.png
6336.05, 7656.43, 1800, 198.741, image_00092.png
6332.83, 7646.96, 1800, 198.811, image_00093.png
6329.6, 7637.5, 1800, 198.859, image_00094.png
6326.36, 7628.04, 1800, 198.883, image_00095.png
6323.12, 7618.58, 1800, 198.889, image_00096.png
6319.89, 7609.12, 1800, 198.872, image_00097.png
6316.66, 7599.65, 1800, 198.837, image_00098.png
6313.44, 7590.18, 1800, 198.775, image_00099.png
6310.24, 7580.71, 1800, 198.694, image_00100.png
6307.05, 7571.23, 1800, 198.59, image_00101.png
6303.88, 7561.75, 1800, 198.46, image_00102.png
6300.74, 7552.25, 1800, 198.304, image_00103.png
6297.63, 7542.75, 1800, 198.127, image_00104.png
6294.55, 7533.24, 1800, 197.943, image_00105.png
6291.5, 7523.71, 1800, 197.757, image_00106.png
6288.48, 7514.18, 1800, 197.579, image_00107.png
6285.49, 7504.64, 1800, 197.404, image_00108.png
6282.52, 7495.09, 1800, 197.234, image_00109.png
6279.59, 7485.53, 1800, 197.064, image_00110.png
6276.68, 7475.96, 1800, 196.898, image_00111.png
6273.8, 7466.38, 1800, 196.738, image_00112.png
6270.95, 7456.8, 1800, 196.583, image_00113.png
6268.12, 7447.21, 1800, 196.434, image_00114.png
6265.31, 7437.61, 1800, 196.285, image_00115.png
6262.53, 7428, 1800, 196.145, image_00116.png
6259.78, 7418.39, 1800, 196.007, image_00117.png
6257.04, 7408.77, 1800, 195.879, image_00118.png
6254.32, 7399.15, 1800, 195.754, image_00119.png
6251.63, 7389.52, 1800, 195.637, image_00120.png
6248.95, 7379.88, 1800, 195.524, image_00121.png
6246.29, 7370.24, 1800, 195.423, image_00122.png
6243.65, 7360.6, 1800, 195.327, image_00123.png
6241.02, 7350.95, 1800, 195.241, image_00124.png
6238.4, 7341.3, 1800, 195.166, image_00125.png
6235.8, 7331.64, 1800, 195.096, image_00126.png
6233.2, 7321.99, 1800, 195.043, image_00127.png
6230.62, 7312.33, 1800, 194.997, image_00128.png
6228.03, 7302.67, 1800, 194.969, image_00129.png
6225.45, 7293, 1800, 194.953, image_00130.png
6222.87, 7283.34, 1800, 194.951, image_00131.png
6220.29, 7273.68, 1800, 194.972, image_00132.png
6217.7, 7264.02, 1800, 195.008, image_00133.png
6215.1, 7254.37, 1800, 195.072, image_00134.png
6212.49, 7244.72, 1800, 195.156, image_00135.png
6209.85, 7235.07, 1800, 195.271, image_00136.png
6207.19, 7225.43, 1800, 195.418, image_00137.png
6204.5, 7215.8, 1800, 195.603, image_00138.png
6201.78, 7206.18, 1800, 195.833, image_00139.png
6199, 7196.57, 1800, 196.111, image_00140.png
6196.18, 7186.98, 1800, 196.416, image_00141.png
6193.31, 7177.4, 1800, 196.694, image_00142.png
6190.39, 7167.83, 1800, 196.938, image_00143.png
6187.45, 7158.27, 1800, 197.141, image_00144.png
6184.47, 7148.73, 1800, 197.286, image_00145.png
6181.49, 7139.18, 1800, 197.361, image_00146.png
6178.51, 7129.64, 1800, 197.353, image_00147.png
6175.54, 7120.09, 1800, 197.25, image_00148.png
6172.61, 7110.53, 1800, 197.029, image_00149.png
6169.74, 7100.95, 1800, 196.673, image_00150.png
6166.96, 7091.34, 1800, 196.174, image_00151.png
6164.28, 7081.71, 1800, 195.513, image_00152.png
6161.74, 7072.03, 1800, 194.676, image_00153.png
6159.38, 7062.32, 1800, 193.669, image_00154.png
6157.21, 7052.56, 1800, 192.488, image_00155.png
6155.28, 7042.74, 1800, 191.153, image_00156.png
6153.59, 7032.89, 1800, 189.685, image_00157.png
6152.17, 7022.99, 1800, 188.11, image_00158.png
6151.04, 7013.05, 1800, 186.469, image_00159.png
