X_COOR,Y_COOR,HEADING,MATCHED_ROUTE_VIEW_IDX
600,850,150,455
620,850,178,430
640,850,164,432
660,850,160,427
590,830,198,423
610,830,174,479
630,830,162,427
650,830,160,425
590,810,134,419
610,810,250,59
630,810,160,424
650,810,158,432
600,790,142,580
620,790,160,414
640,790,160,432
660,790,158,423
600,770,160,423
620,770,154,407
640,770,158,424
660,770,156,426
590,750,160,423
610,750,156,416
630,750,158,426
650,750,156,423
590,730,166,431
610,730,164,423
630,730,176,772
650,730,180,770
580,710,164,568
600,710,162,426
620,710,160,411
640,710,138,427
570,690,160,574
590,690,164,568
610,690,184,581
630,690,172,427
570,670,154,432
590,670,156,426
610,670,184,581
630,670,336,421
570,650,168,428
590,650,172,423
610,650,178,260
630,650,180,259
570,630,156,275
590,630,160,269
610,630,174,261
630,630,188,257
570,610,148,287
590,610,158,271
610,610,202,253
630,610,176,230
570,590,140,301
590,590,150,282
610,590,158,269
630,590,194,243
560,570,196,427
580,570,142,292
600,570,144,286
620,570,152,274
540,550,128,346
560,550,170,450
580,550,172,432
600,550,144,285
520,530,134,391
540,530,138,392
560,530,158,395
580,530,170,425
510,510,150,397
530,510,168,411
550,510,148,397
570,510,202,427
500,490,180,411
520,490,172,427
540,490,160,403
560,490,178,416
500,470,174,444
520,470,172,431
540,470,148,591
560,470,156,566
500,450,172,432
520,450,170,417
540,450,146,581
560,450,152,574
490,430,172,620
510,430,174,614
530,430,144,592
550,430,144,591
470,410,168,420
490,410,182,619
510,410,152,416
530,410,174,616
480,390,158,427
500,390,166,623
520,390,172,615
540,390,146,600
480,370,184,615
500,370,186,615
520,370,186,615
540,370,172,613
490,350,172,620
510,350,164,623
530,350,142,598
550,350,170,429
480,330,148,596
500,330,164,572
520,330,168,614
540,330,146,603
470,310,184,619
490,310,160,581
510,310,160,580
530,310,162,623
470,290,184,615
490,290,164,605
510,290,200,427
530,290,160,625
470,270,180,613
490,270,170,607
510,270,204,427
530,270,156,591
470,250,296,609
490,250,280,562
510,250,206,423
530,250,260,622
470,230,290,771
490,230,264,609
510,230,274,611
530,230,212,423
470,210,286,755
490,210,272,585
510,210,266,611
530,210,240,600
470,190,140,440
490,190,244,598
510,190,232,414
530,190,198,627
470,170,234,420
490,170,210,627
510,170,264,427
530,170,144,458
480,150,280,427
500,150,344,626
520,150,212,619
540,150,204,612
490,130,358,617
510,130,342,627
530,130,212,614
550,130,182,600
480,110,164,414
500,110,280,413
520,110,186,598
540,110,174,423
