X [mm], Y [mm], Z [mm], Heading [degrees], Filename
6425.4, 7863.73, 1800, 166.766, image_00069.png
6427.59, 7853.97, 1800, 167.393, image_00070.png
6429.67, 7844.19, 1800, 167.993, image_00071.png
6431.65, 7834.39, 1800, 168.565, image_00072.png
6433.54, 7824.57, 1800, 169.114, image_00073.png
6435.34, 7814.73, 1800, 169.646, image_00074.png
6437.05, 7804.88, 1800, 170.162, image_00075.png
6438.67, 7795.01, 1800, 170.664, image_00076.png
6440.21, 7785.13, 1800, 171.154, image_00077.png
6441.66, 7775.23, 1800, 171.64, image_00078.png
6443.03, 7765.33, 1800, 172.114, image_00079.png
6444.32, 7755.41, 1800, 172.59, image_00080.png
6445.53, 7745.49, 1800, 173.064, image_00081.png
6446.66, 7735.55, 1800, 173.534, image_00082.png
6447.7, 7725.6, 1800, 174.009, image_00083.png
6448.66, 7715.65, 1800, 174.49, image_00084.png
6449.54, 7705.69, 1800, 174.978, image_00085.png
6450.33, 7695.72, 1800, 175.474, image_00086.png
6451.04, 7685.75, 1800, 175.929, image_00087.png
6451.69, 7675.77, 1800, 176.274, image_00088.png
6452.3, 7665.78, 1800, 176.509, image_00089.png
6452.89, 7655.8, 1800, 176.613, image_00090.png
6453.48, 7645.82, 1800, 176.588, image_00091.png
6454.11, 7635.84, 1800, 176.43, image_00092.png
6454.78, 7625.86, 1800, 176.137, image_00093.png
6455.53, 7615.89, 1800, 175.699, image_00094.png
6456.38, 7605.93, 1800, 175.121, image_00095.png
6457.35, 7595.97, 1800, 174.405, image_00096.png
6458.48, 7586.04, 1800, 173.55, image_00097.png
6459.77, 7576.12, 1800, 172.563, image_00098.png
6461.25, 7566.23, 1800, 171.453, image_00099.png
6462.95, 7556.38, 1800, 170.22, image_00100.png
6464.88, 7546.56, 1800, 168.884, image_00101.png
6467.05, 7536.8, 1800, 167.458, image_00102.png
6469.47, 7527.1, 1800, 165.949, image_00103.png
6472.16, 7517.47, 1800, 164.381, image_00104.png
6475.12, 7507.92, 1800, 162.764, image_00105.png
6478.36, 7498.46, 1800, 161.117, image_00106.png
6481.87, 7489.09, 1800, 159.454, image_00107.png
6485.64, 7479.83, 1800, 157.793, image_00108.png
6489.69, 7470.69, 1800, 156.142, image_00109.png
6493.99, 7461.66, 1800, 154.519, image_00110.png
6498.53, 7452.75, 1800, 152.933, image_00111.png
6503.32, 7443.97, 1800, 151.393, image_00112.png
6508.32, 7435.31, 1800, 150.004, image_00113.png
6513.5, 7426.76, 1800, 148.799, image_00114.png
6518.83, 7418.3, 1800, 147.754, image_00115.png
6524.3, 7409.92, 1800, 146.852, image_00116.png
6529.88, 7401.62, 1800, 146.074, image_00117.png
6535.55, 7393.39, 1800, 145.412, image_00118.png
6541.31, 7385.22, 1800, 144.846, image_00119.png
6547.13, 7377.09, 1800, 144.375, image_00120.png
6553.01, 7369, 1800, 143.984, image_00121.png
6558.94, 7360.94, 1800, 143.674, image_00122.png
6564.89, 7352.91, 1800, 143.431, image_00123.png
6570.88, 7344.9, 1800, 143.25, image_00124.png
6576.88, 7336.9, 1800, 143.136, image_00125.png
6582.88, 7328.9, 1800, 143.079, image_00126.png
6588.89, 7320.91, 1800, 143.075, image_00127.png
6594.89, 7312.91, 1800, 143.127, image_00128.png
6600.88, 7304.9, 1800, 143.226, image_00129.png
6606.84, 7296.87, 1800, 143.377, image_00130.png
6612.78, 7288.82, 1800, 143.575, image_00131.png
6618.69, 7280.75, 1800, 143.821, image_00132.png
6624.55, 7272.65, 1800, 144.115, image_00133.png
6630.36, 7264.52, 1800, 144.454, image_00134.png
6636.12, 7256.34, 1800, 144.841, image_00135.png
6641.82, 7248.12, 1800, 145.272, image_00136.png
6647.45, 7239.86, 1800, 145.755, image_00137.png
6653, 7231.54, 1800, 146.283, image_00138.png
6658.47, 7223.17, 1800, 146.861, image_00139.png
6663.84, 7214.74, 1800, 147.487, image_00140.png
6669.12, 7206.24, 1800, 148.165, image_00141.png
6674.29, 7197.68, 1800, 148.894, image_00142.png
6679.34, 7189.05, 1800, 149.68, image_00143.png
6684.26, 7180.34, 1800, 150.516, image_00144.png
6689.05, 7171.56, 1800, 151.413, image_00145.png
6693.69, 7162.71, 1800, 152.363, image_00146.png
6698.17, 7153.77, 1800, 153.379, image_00147.png
6702.49, 7144.75, 1800, 154.449, image_00148.png
6706.63, 7135.65, 1800, 155.52, image_00149.png
6710.61, 7126.47, 1800, 156.556, image_00150.png
6714.44, 7117.23, 1800, 157.545, image_00151.png
6718.1, 7107.93, 1800, 158.487, image_00152.png
6721.63, 7098.57, 1800, 159.388, image_00153.png
6725.01, 7089.16, 1800, 160.241, image_00154.png
6728.26, 7079.7, 1800, 161.048, image_00155.png
6731.38, 7070.2, 1800, 161.807, image_00156.png
6734.39, 7060.67, 1800, 162.52, image_00157.png
6737.28, 7051.09, 1800, 163.186, image_00158.png
6740.08, 7041.49, 1800, 163.805, image_00159.png
6742.77, 7031.86, 1800, 164.375, image_00160.png
6745.38, 7022.21, 1800, 164.902, image_00161.png
6747.9, 7012.53, 1800, 165.375, image_00162.png
6750.36, 7002.84, 1800, 165.803, image_00163.png
6752.75, 6993.13, 1800, 166.184, image_00164.png
6755.08, 6983.4, 1800, 166.516, image_00165.png
6757.36, 6973.67, 1800, 166.799, image_00166.png
6759.61, 6963.92, 1800, 167.037, image_00167.png
6761.82, 6954.17, 1800, 167.225, image_00168.png
6764.01, 6944.41, 1800, 167.359, image_00169.png
6766.18, 6934.65, 1800, 167.447, image_00170.png
6768.35, 6924.89, 1800, 167.481, image_00171.png
6770.52, 6915.13, 1800, 167.468, image_00172.png
6772.7, 6905.37, 1800, 167.394, image_00173.png
6774.9, 6895.61, 1800, 167.268, image_00174.png
6777.14, 6885.87, 1800, 167.09, image_00175.png
6779.41, 6876.13, 1800, 166.851, image_00176.png
6781.74, 6866.4, 1800, 166.55, image_00177.png
6784.12, 6856.69, 1800, 166.191, image_00178.png
6786.58, 6847, 1800, 165.767, image_00179.png
6789.12, 6837.33, 1800, 165.276, image_00180.png
6791.75, 6827.68, 1800, 164.716, image_00181.png
6794.49, 6818.06, 1800, 164.084, image_00182.png
6797.35, 6808.48, 1800, 163.375, image_00183.png
6800.34, 6798.94, 1800, 162.59, image_00184.png
6803.47, 6789.44, 1800, 161.74, image_00185.png
6806.74, 6779.99, 1800, 160.886, image_00186.png
6810.16, 6770.59, 1800, 160.026, image_00187.png
6813.71, 6761.24, 1800, 159.169, image_00188.png
6817.4, 6751.95, 1800, 158.309, image_00189.png
6821.24, 6742.71, 1800, 157.446, image_00190.png
6825.21, 6733.54, 1800, 156.584, image_00191.png
6829.31, 6724.42, 1800, 155.719, image_00192.png
6833.56, 6715.37, 1800, 154.849, image_00193.png
6837.95, 6706.38, 1800, 153.977, image_00194.png
6842.47, 6697.46, 1800, 153.099, image_00195.png
6847.13, 6688.61, 1800, 152.217, image_00196.png
6851.92, 6679.83, 1800, 151.326, image_00197.png
6856.85, 6671.13, 1800, 150.43, image_00198.png
6861.92, 6662.51, 1800, 149.525, image_00199.png
6867.13, 6653.98, 1800, 148.61, image_00200.png
6872.47, 6645.52, 1800, 147.686, image_00201.png
6877.95, 6637.16, 1800, 146.749, image_00202.png
6883.57, 6628.89, 1800, 145.795, image_00203.png
6889.32, 6620.71, 1800, 144.829, image_00204.png
6895.22, 6612.63, 1800, 143.84, image_00205.png
6901.26, 6604.66, 1800, 142.833, image_00206.png
6907.44, 6596.8, 1800, 141.802, image_00207.png
6913.76, 6589.05, 1800, 140.742, image_00208.png
6920.23, 6581.43, 1800, 139.652, image_00209.png
6926.85, 6573.93, 1800, 138.528, image_00210.png
6933.62, 6566.57, 1800, 137.361, image_00211.png
6940.55, 6559.36, 1800, 136.151, image_00212.png
6947.63, 6552.3, 1800, 134.882, image_00213.png
6954.87, 6545.4, 1800, 133.563, image_00214.png
6962.26, 6538.67, 1800, 132.281, image_00215.png
6969.79, 6532.09, 1800, 131.122, image_00216.png
6977.44, 6525.64, 1800, 130.103, image_00217.png
6985.18, 6519.31, 1800, 129.263, image_00218.png
6992.99, 6513.07, 1800, 128.618, image_00219.png
7000.85, 6506.88, 1800, 128.206, image_00220.png
7008.72, 6500.72, 1800, 128.046, image_00221.png
7016.59, 6494.54, 1800, 128.159, image_00222.png
7024.41, 6488.31, 1800, 128.577, image_00223.png
7032.15, 6481.98, 1800, 129.3, image_00224.png
7039.77, 6475.51, 1800, 130.351, image_00225.png
7047.24, 6468.85, 1800, 131.724, image_00226.png
7054.51, 6461.99, 1800, 133.41, image_00227.png
7061.54, 6454.88, 1800, 135.384, image_00228.png
7068.29, 6447.5, 1800, 137.62, image_00229.png
7074.71, 6439.84, 1800, 140.06, image_00230.png
7080.79, 6431.89, 1800, 142.658, image_00231.png
7086.49, 6423.68, 1800, 145.342, image_00232.png
7091.79, 6415.2, 1800, 148.057, image_00233.png
7096.68, 6406.48, 1800, 150.745, image_00234.png
7101.18, 6397.55, 1800, 153.357, image_00235.png
7105.29, 6388.43, 1800, 155.769, image_00236.png
7109.07, 6379.17, 1800, 157.854, image_00237.png
7112.56, 6369.8, 1800, 159.662, image_00238.png
7115.78, 6360.33, 1800, 161.252, image_00239.png
7118.76, 6350.79, 1800, 162.658, image_00240.png
7121.54, 6341.18, 1800, 163.914, image_00241.png
7124.13, 6331.52, 1800, 165.047, image_00242.png
7126.54, 6321.82, 1800, 166.072, image_00243.png
7128.79, 6312.08, 1800, 167.01, image_00244.png
7130.9, 6302.3, 1800, 167.868, image_00245.png
7132.86, 6292.5, 1800, 168.665, image_00246.png
7134.71, 6282.67, 1800, 169.4, image_00247.png
7136.43, 6272.82, 1800, 170.089, image_00248.png
7138.05, 6262.95, 1800, 170.734, image_00249.png
7139.55, 6253.06, 1800, 171.34, image_00250.png
7140.96, 6243.16, 1800, 171.915, image_00251.png
7142.28, 6233.25, 1800, 172.46, image_00252.png
7143.5, 6223.32, 1800, 172.983, image_00253.png
7144.64, 6213.39, 1800, 173.478, image_00254.png
7145.7, 6203.44, 1800, 173.961, image_00255.png
7146.67, 6193.49, 1800, 174.43, image_00256.png
7147.56, 6183.53, 1800, 174.882, image_00257.png
7148.38, 6173.57, 1800, 175.329, image_00258.png
7149.12, 6163.59, 1800, 175.776, image_00259.png
7149.78, 6153.61, 1800, 176.222, image_00260.png
7150.36, 6143.63, 1800, 176.69, image_00261.png
7150.84, 6133.64, 1800, 177.232, image_00262.png
7151.21, 6123.65, 1800, 177.915, image_00263.png
7151.44, 6113.65, 1800, 178.74, image_00264.png
7151.5, 6103.65, 1800, 179.672, image_00265.png
7151.4, 6093.65, 1800, 180.593, image_00266.png
7151.18, 6083.66, 1800, 181.3, image_00267.png
7150.89, 6073.66, 1800, 181.656, image_00268.png
7150.6, 6063.66, 1800, 181.664, image_00269.png
7150.35, 6053.67, 1800, 181.44, image_00270.png
7150.15, 6043.67, 1800, 181.106, image_00271.png
7150.02, 6033.67, 1800, 180.743, image_00272.png
7149.95, 6023.67, 1800, 180.391, image_00273.png
7149.94, 6013.67, 1800, 180.066, image_00274.png
7149.98, 6003.67, 1800, 179.773, image_00275.png
7150.06, 5993.67, 1800, 179.514, image_00276.png
7150.18, 5983.67, 1800, 179.314, image_00277.png
7150.32, 5973.67, 1800, 179.175, image_00278.png
7150.48, 5963.67, 1800, 179.077, image_00279.png
7150.65, 5953.68, 1800, 179.008, image_00280.png
7150.83, 5943.68, 1800, 178.967, image_00281.png
7151.02, 5933.68, 1800, 178.945, image_00282.png
7151.2, 5923.68, 1800, 178.937, image_00283.png
7151.39, 5913.68, 1800, 178.943, image_00284.png
7151.57, 5903.68, 1800, 178.962, image_00285.png
7151.74, 5893.69, 1800, 178.992, image_00286.png
7151.91, 5883.69, 1800, 179.03, image_00287.png
7152.08, 5873.69, 1800, 179.079, image_00288.png
7152.23, 5863.69, 1800, 179.134, image_00289.png
7152.37, 5853.69, 1800, 179.2, image_00290.png
7152.49, 5843.69, 1800, 179.273, image_00291.png
7152.61, 5833.69, 1800, 179.353, image_00292.png
7152.71, 5823.69, 1800, 179.44, image_00293.png
7152.79, 5813.69, 1800, 179.538, image_00294.png
7152.85, 5803.69, 1800, 179.645, image_00295.png
7152.89, 5793.69, 1800, 179.757, image_00296.png
7152.91, 5783.69, 1800, 179.883, image_00297.png
7152.91, 5773.69, 1800, 180.014, image_00298.png
7152.89, 5763.69, 1800, 180.158, image_00299.png
7152.83, 5753.69, 1800, 180.314, image_00300.png
7152.75, 5743.69, 1800, 180.481, image_00301.png
7152.63, 5733.69, 1800, 180.661, image_00302.png
7152.49, 5723.7, 1800, 180.858, image_00303.png
7152.3, 5713.7, 1800, 181.071, image_00304.png
7152.08, 5703.7, 1800, 181.3, image_00305.png
7151.81, 5693.7, 1800, 181.551, image_00306.png
7151.49, 5683.71, 1800, 181.825, image_00307.png
7151.12, 5673.71, 1800, 182.128, image_00308.png
7150.69, 5663.72, 1800, 182.462, image_00309.png
7150.2, 5653.74, 1800, 182.834, image_00310.png
7149.64, 5643.75, 1800, 183.242, image_00311.png
7149, 5633.77, 1800, 183.687, image_00312.png
7148.28, 5623.8, 1800, 184.155, image_00313.png
7147.47, 5613.83, 1800, 184.651, image_00314.png
7146.57, 5603.87, 1800, 185.173, image_00315.png
7145.58, 5593.92, 1800, 185.721, image_00316.png
7144.48, 5583.98, 1800, 186.3, image_00317.png
7143.28, 5574.05, 1800, 186.912, image_00318.png
7141.97, 5564.14, 1800, 187.548, image_00319.png
7140.55, 5554.24, 1800, 188.216, image_00320.png
7139, 5544.36, 1800, 188.917, image_00321.png
7137.33, 5534.5, 1800, 189.642, image_00322.png
7135.53, 5524.67, 1800, 190.399, image_00323.png
7133.6, 5514.85, 1800, 191.178, image_00324.png
7131.53, 5505.07, 1800, 191.975, image_00325.png
7129.32, 5495.32, 1800, 192.791, image_00326.png
7126.97, 5485.6, 1800, 193.621, image_00327.png
7124.48, 5475.91, 1800, 194.45, image_00328.png
7121.86, 5466.26, 1800, 195.277, image_00329.png
7119.09, 5456.65, 1800, 196.092, image_00330.png
7116.19, 5447.08, 1800, 196.889, image_00331.png
7113.16, 5437.55, 1800, 197.657, image_00332.png
7110.01, 5428.06, 1800, 198.381, image_00333.png
7106.75, 5418.61, 1800, 199.066, image_00334.png
7103.39, 5409.19, 1800, 199.69, image_00335.png
7099.93, 5399.81, 1800, 200.258, image_00336.png
7096.38, 5390.46, 1800, 200.773, image_00337.png
7092.76, 5381.14, 1800, 201.282, image_00338.png
7089.05, 5371.85, 1800, 201.792, image_00339.png
7085.26, 5362.6, 1800, 202.307, image_00340.png
7081.38, 5353.38, 1800, 202.825, image_00341.png
7077.42, 5344.2, 1800, 203.348, image_00342.png
7073.38, 5335.05, 1800, 203.877, image_00343.png
7069.25, 5325.94, 1800, 204.407, image_00344.png
7065.03, 5316.88, 1800, 204.947, image_00345.png
7060.73, 5307.85, 1800, 205.494, image_00346.png
7056.35, 5298.86, 1800, 206.042, image_00347.png
7051.87, 5289.92, 1800, 206.607, image_00348.png
7047.31, 5281.02, 1800, 207.171, image_00349.png
7042.66, 5272.17, 1800, 207.746, image_00350.png
7037.91, 5263.36, 1800, 208.333, image_00351.png
7033.08, 5254.61, 1800, 208.925, image_00352.png
7028.16, 5245.91, 1800, 209.534, image_00353.png
7023.14, 5237.26, 1800, 210.147, image_00354.png
7018.03, 5228.66, 1800, 210.774, image_00355.png
7012.82, 5220.13, 1800, 211.414, image_00356.png
7007.51, 5211.65, 1800, 212.063, image_00357.png
7002.11, 5203.23, 1800, 212.729, image_00358.png
6996.61, 5194.88, 1800, 213.405, image_00359.png
6991.01, 5186.6, 1800, 214.058, image_00360.png
6985.33, 5178.37, 1800, 214.67, image_00361.png
6979.56, 5170.2, 1800, 215.23, image_00362.png
6973.73, 5162.08, 1800, 215.737, image_00363.png
6967.82, 5154.01, 1800, 216.193, image_00364.png
6961.87, 5145.98, 1800, 216.59, image_00365.png
6955.86, 5137.98, 1800, 216.933, image_00366.png
6949.81, 5130.02, 1800, 217.224, image_00367.png
6943.73, 5122.08, 1800, 217.461, image_00368.png
6937.62, 5114.16, 1800, 217.644, image_00369.png
6931.5, 5106.25, 1800, 217.786, image_00370.png
6925.36, 5098.36, 1800, 217.876, image_00371.png
6919.21, 5090.47, 1800, 217.926, image_00372.png
6913.06, 5082.59, 1800, 217.939, image_00373.png
6906.92, 5074.7, 1800, 217.917, image_00374.png
6900.78, 5066.8, 1800, 217.864, image_00375.png
6894.65, 5058.9, 1800, 217.782, image_00376.png
6888.54, 5050.98, 1800, 217.673, image_00377.png
6882.45, 5043.06, 1800, 217.541, image_00378.png
6876.37, 5035.11, 1800, 217.393, image_00379.png
6870.32, 5027.15, 1800, 217.224, image_00380.png
6864.3, 5019.17, 1800, 217.044, image_00381.png
6858.3, 5011.17, 1800, 216.85, image_00382.png
6852.33, 5003.15, 1800, 216.645, image_00383.png
6846.39, 4995.1, 1800, 216.432, image_00384.png
6840.48, 4987.03, 1800, 216.191, image_00385.png
6834.61, 4978.93, 1800, 215.922, image_00386.png
6828.79, 4970.81, 1800, 215.618, image_00387.png
6823.01, 4962.65, 1800, 215.284, image_00388.png
6817.28, 4954.45, 1800, 214.924, image_00389.png
6811.61, 4946.21, 1800, 214.53, image_00390.png
6806, 4937.93, 1800, 214.114, image_00391.png
6800.45, 4929.61, 1800, 213.666, image_00392.png
6794.98, 4921.25, 1800, 213.193, image_00393.png
6789.57, 4912.83, 1800, 212.688, image_00394.png
6784.25, 4904.37, 1800, 212.154, image_00395.png
6779, 4895.85, 1800, 211.593, image_00396.png
6773.85, 4887.29, 1800, 210.998, image_00397.png
6768.79, 4878.66, 1800, 210.374, image_00398.png
6763.83, 4869.98, 1800, 209.713, image_00399.png
6758.97, 4861.24, 1800, 209.02, image_00400.png
6754.23, 4852.43, 1800, 208.289, image_00401.png
6749.6, 4843.57, 1800, 207.52, image_00402.png
6745.1, 4834.64, 1800, 206.712, image_00403.png
6740.73, 4825.64, 1800, 205.863, image_00404.png
6736.5, 4816.58, 1800, 204.967, image_00405.png
6732.42, 4807.45, 1800, 204.025, image_00406.png
6728.5, 4798.25, 1800, 203.035, image_00407.png
6724.75, 4788.98, 1800, 201.991, image_00408.png
6721.17, 4779.64, 1800, 200.896, image_00409.png
6717.79, 4770.23, 1800, 199.738, image_00410.png
6714.6, 4760.76, 1800, 198.524, image_00411.png
6711.63, 4751.21, 1800, 197.24, image_00412.png
6708.88, 4741.59, 1800, 195.897, image_00413.png
6706.36, 4731.92, 1800, 194.478, image_00414.png
6704.1, 4722.17, 1800, 192.987, image_00415.png
6702.11, 4712.38, 1800, 191.419, image_00416.png
6700.4, 4702.52, 1800, 189.776, image_00417.png
6698.98, 4692.62, 1800, 188.065, image_00418.png
6697.85, 4682.69, 1800, 186.398, image_00419.png
6696.99, 4672.73, 1800, 184.827, image_00420.png
6696.39, 4662.74, 1800, 183.37, image_00421.png
6696.03, 4652.75, 1800, 182.022, image_00422.png
6695.88, 4642.75, 1800, 180.795, image_00423.png
6695.92, 4632.75, 1800, 179.683, image_00424.png
6696.14, 4622.75, 1800, 178.694, image_00425.png
6696.52, 4612.76, 1800, 177.825, image_00426.png
6697.02, 4602.77, 1800, 177.079, image_00427.png
6697.63, 4592.79, 1800, 176.449, image_00428.png
6698.34, 4582.82, 1800, 175.932, image_00429.png
6699.11, 4572.85, 1800, 175.532, image_00430.png
6699.94, 4562.88, 1800, 175.244, image_00431.png
6700.8, 4552.92, 1800, 175.063, image_00432.png
6701.67, 4542.96, 1800, 174.984, image_00433.png
6702.54, 4533, 1800, 175.011, image_00434.png
6703.39, 4523.03, 1800, 175.138, image_00435.png
6704.2, 4513.06, 1800, 175.356, image_00436.png
6704.96, 4503.09, 1800, 175.671, image_00437.png
6705.65, 4493.12, 1800, 176.078, image_00438.png
6706.25, 4483.14, 1800, 176.57, image_00439.png
6706.75, 4473.15, 1800, 177.142, image_00440.png
6707.14, 4463.16, 1800, 177.8, image_00441.png
6707.41, 4453.16, 1800, 178.533, image_00442.png
6707.53, 4443.16, 1800, 179.339, image_00443.png
6707.5, 4433.16, 1800, 180.216, image_00444.png
6707.31, 4423.16, 1800, 181.156, image_00445.png
6706.94, 4413.17, 1800, 182.156, image_00446.png
6706.39, 4403.18, 1800, 183.215, image_00447.png
6705.65, 4393.21, 1800, 184.322, image_00448.png
6704.71, 4383.26, 1800, 185.474, image_00449.png
6703.56, 4373.32, 1800, 186.669, image_00450.png
6702.19, 4363.42, 1800, 187.896, image_00451.png
6700.61, 4353.54, 1800, 189.153, image_00452.png
6698.82, 4343.7, 1800, 190.426, image_00453.png
6696.81, 4333.91, 1800, 191.644, image_00454.png
6694.61, 4324.15, 1800, 192.771, image_00455.png
6692.23, 4314.44, 1800, 193.819, image_00456.png
6689.69, 4304.77, 1800, 194.783, image_00457.png
6687, 4295.14, 1800, 195.677, image_00458.png
6684.16, 4285.55, 1800, 196.507, image_00459.png
6681.2, 4276, 1800, 197.275, image_00460.png
6678.12, 4266.48, 1800, 197.981, image_00461.png
6674.93, 4257.01, 1800, 198.638, image_00462.png
6671.64, 4247.56, 1800, 199.241, image_00463.png
6668.26, 4238.15, 1800, 199.796, image_00464.png
6664.8, 4228.77, 1800, 200.311, image_00465.png
6661.25, 4219.42, 1800, 200.782, image_00466.png
6657.64, 4210.1, 1800, 201.209, image_00467.png
6653.96, 4200.8, 1800, 201.605, image_00468.png
6650.22, 4191.52, 1800, 201.958, image_00469.png
6646.44, 4182.27, 1800, 202.276, image_00470.png
6642.6, 4173.03, 1800, 202.567, image_00471.png
6638.73, 4163.81, 1800, 202.816, image_00472.png
6634.82, 4154.61, 1800, 203.041, image_00473.png
6630.87, 4145.42, 1800, 203.23, image_00474.png
6626.9, 4136.24, 1800, 203.388, image_00475.png
6622.92, 4127.07, 1800, 203.517, image_00476.png
6618.91, 4117.91, 1800, 203.614, image_00477.png
6614.9, 4108.75, 1800, 203.683, image_00478.png
6610.87, 4099.59, 1800, 203.718, image_00479.png
6606.85, 4090.44, 1800, 203.722, image_00480.png
6602.83, 4081.28, 1800, 203.696, image_00481.png
6598.82, 4072.12, 1800, 203.636, image_00482.png
6594.83, 4062.95, 1800, 203.539, image_00483.png
6590.85, 4053.78, 1800, 203.413, image_00484.png
6586.9, 4044.59, 1800, 203.247, image_00485.png
6582.99, 4035.39, 1800, 203.043, image_00486.png
6579.11, 4026.17, 1800, 202.795, image_00487.png
6575.28, 4016.93, 1800, 202.507, image_00488.png
6571.5, 4007.67, 1800, 202.169, image_00489.png
6567.79, 3998.39, 1800, 201.782, image_00490.png
6564.14, 3989.08, 1800, 201.338, image_00491.png
6560.58, 3979.73, 1800, 200.836, image_00492.png
6557.11, 3970.35, 1800, 200.265, image_00493.png
6553.75, 3960.94, 1800, 199.621, image_00494.png
6550.5, 3951.48, 1800, 198.896, image_00495.png
6547.39, 3941.98, 1800, 198.088, image_00496.png
6544.41, 3932.43, 1800, 197.257, image_00497.png
6541.57, 3922.84, 1800, 196.42, image_00498.png
6538.88, 3913.21, 1800, 195.584, image_00499.png
6536.32, 3903.54, 1800, 194.744, image_00500.png
6533.91, 3893.84, 1800, 193.915, image_00501.png
6531.63, 3884.1, 1800, 193.091, image_00502.png
6529.5, 3874.33, 1800, 192.278, image_00503.png
6527.5, 3864.53, 1800, 191.488, image_00504.png
6525.63, 3854.71, 1800, 190.718, image_00505.png
6523.89, 3844.86, 1800, 189.975, image_00506.png
6522.27, 3834.99, 1800, 189.266, image_00507.png
6520.77, 3825.11, 1800, 188.597, image_00508.png
6519.37, 3815.21, 1800, 187.977, image_00509.png
6518.07, 3805.29, 1800, 187.405, image_00510.png
6516.87, 3795.36, 1800, 186.891, image_00511.png
6515.74, 3785.43, 1800, 186.446, image_00512.png
6514.68, 3775.48, 1800, 186.073, image_00513.png
6513.67, 3765.53, 1800, 185.776, image_00514.png
6512.7, 3755.58, 1800, 185.568, image_00515.png
6511.74, 3745.63, 1800, 185.449, image_00516.png
