X_COOR,Y_COOR,HEADING,MATCHED_ROUTE_VIEW_IDX
600,850,192,360
620,850,168,353
640,850,176,230
660,850,176,597
590,830,176,354
610,830,176,381
630,830,168,366
650,830,184,639
590,810,176,370
610,810,168,680
630,810,184,624
650,810,176,188
600,790,192,362
620,790,168,125
640,790,176,164
660,790,192,35
600,770,168,657
620,770,176,657
640,770,184,619
660,770,184,382
590,750,184,81
610,750,168,359
630,750,184,155
650,750,176,362
590,730,184,681
610,730,184,261
630,730,168,354
650,730,168,145
580,710,184,364
600,710,184,401
620,710,184,660
640,710,184,371
570,690,184,262
590,690,184,76
610,690,176,124
630,690,184,568
570,670,192,365
590,670,176,331
610,670,176,771
630,670,168,659
570,650,192,710
590,650,184,25
610,650,152,125
630,650,168,223
570,630,128,178
590,630,176,143
610,630,168,720
630,630,184,423
570,610,168,75
590,610,160,226
610,610,176,539
630,610,192,749
570,590,176,750
590,590,184,358
610,590,176,229
630,590,184,753
560,570,144,240
580,570,176,749
600,570,176,626
620,570,176,659
540,550,160,223
560,550,160,558
580,550,152,134
600,550,136,713
520,530,144,364
540,530,176,233
560,530,152,657
580,530,152,656
510,510,160,751
530,510,160,370
550,510,168,401
570,510,152,229
500,490,160,370
520,490,152,373
540,490,168,659
560,490,168,656
500,470,168,313
520,470,176,127
540,470,184,365
560,470,176,658
500,450,168,373
520,450,184,545
540,450,168,680
560,450,184,657
490,430,200,175
510,430,168,587
530,430,168,596
550,430,184,688
470,410,120,181
490,410,232,163
510,410,200,544
530,410,192,626
480,390,200,265
500,390,152,558
520,390,136,607
540,390,136,630
480,370,168,775
500,370,200,805
520,370,152,71
540,370,136,36
490,350,184,533
510,350,160,285
530,350,152,318
550,350,192,410
480,330,136,25
500,330,168,731
520,330,168,776
540,330,152,264
470,310,168,759
490,310,176,347
510,310,176,604
530,310,176,96
470,290,184,317
490,290,176,195
510,290,184,73
530,290,160,775
470,270,184,731
490,270,176,596
510,270,176,73
530,270,160,216
470,250,176,385
490,250,192,740
510,250,176,777
530,250,160,700
470,230,160,526
490,230,200,328
510,230,210,497
530,230,152,52
470,210,210,98
490,210,192,666
510,210,176,709
530,210,210,243
470,190,200,797
490,190,192,505
510,190,192,315
530,190,210,104
470,170,216,260
490,170,200,706
510,170,168,674
530,170,216,84
480,150,176,662
500,150,192,225
520,150,210,726
540,150,200,155
490,130,184,666
510,130,168,270
530,130,168,706
550,130,210,759
480,110,240,299
500,110,176,141
520,110,168,140
540,110,176,347
