X_COOR,Y_COOR,HEADING,MATCHED_ROUTE_VIEW_IDX
600,850,192,664
620,850,168,605
640,850,176,80
660,850,176,259
590,830,176,354
610,830,176,381
630,830,168,369
650,830,184,369
590,810,176,370
610,810,168,598
630,810,184,274
650,810,176,235
600,790,192,228
620,790,168,355
640,790,176,70
660,790,192,396
600,770,168,354
620,770,176,76
640,770,184,371
660,770,184,84
590,750,184,228
610,750,168,355
630,750,184,274
650,750,176,233
590,730,184,126
610,730,184,601
630,730,168,371
650,730,168,401
580,710,184,668
600,710,184,401
620,710,184,385
640,710,184,371
570,690,184,355
590,690,184,386
610,690,176,262
630,690,184,363
570,670,192,372
590,670,176,406
610,670,176,80
630,670,168,266
570,650,192,397
590,650,184,382
610,650,152,355
630,650,168,141
570,630,128,567
590,630,176,118
610,630,168,274
630,630,184,166
570,610,168,378
590,610,160,354
610,610,176,539
630,610,192,654
570,590,176,265
590,590,184,738
610,590,176,379
630,590,184,257
560,570,144,414
580,570,176,70
600,570,176,635
620,570,176,556
540,550,160,259
560,550,160,288
580,550,152,385
600,550,136,542
520,530,144,372
540,530,176,81
560,530,152,354
580,530,152,401
510,510,160,751
530,510,160,370
550,510,168,401
570,510,152,663
500,490,160,370
520,490,152,401
540,490,168,568
560,490,168,233
500,470,168,376
520,470,176,604
540,470,184,372
560,470,176,371
500,450,168,401
520,450,184,604
540,450,168,598
560,450,184,126
490,430,200,737
510,430,168,737
530,430,168,555
550,430,184,445
470,410,120,449
490,410,232,777
510,410,200,68
530,410,192,635
480,390,200,681
500,390,152,100
520,390,136,765
540,390,136,630
480,370,168,620
500,370,200,525
520,370,152,603
540,370,136,555
490,350,184,759
510,350,160,9
530,350,152,739
550,350,192,781
480,330,136,612
500,330,168,805
520,330,168,387
540,330,152,801
470,310,168,416
490,310,176,453
510,310,176,638
530,310,176,420
470,290,184,757
490,290,176,739
510,290,184,603
530,290,160,611
470,270,184,805
490,270,176,555
510,270,176,445
530,270,160,624
470,250,176,664
490,250,192,740
510,250,176,777
530,250,160,547
470,230,160,609
490,230,200,730
510,230,210,765
530,230,152,442
470,210,210,50
490,210,192,756
510,210,176,758
530,210,210,439
470,190,200,617
490,190,192,707
510,190,192,611
530,190,210,471
470,170,216,631
490,170,200,629
510,170,168,419
530,170,216,612
480,150,176,396
500,150,192,738
520,150,210,777
540,150,200,601
490,130,184,756
510,130,168,600
530,130,168,551
550,130,210,759
480,110,240,758
500,110,176,399
520,110,168,612
540,110,176,393
