X_COOR,Y_COOR,HEADING,MATCHED_ROUTE_VIEW_IDX
600,850,200,64
620,850,152,147
640,850,160,156
660,850,176,74
590,830,176,32
610,830,176,85
630,830,168,152
650,830,160,105
590,810,184,5
610,810,168,3
630,810,176,34
650,810,160,89
600,790,184,280
620,790,168,93
640,790,160,70
660,790,160,34
600,770,168,116
620,770,168,4
640,770,160,27
660,770,168,121
590,750,128,34
610,750,128,295
630,750,160,98
650,750,168,88
590,730,216,51
610,730,128,3
630,730,168,354
650,730,168,99
580,710,136,641
600,710,184,275
620,710,192,520
640,710,168,99
570,690,192,264
590,690,192,43
610,690,168,74
630,690,168,64
570,670,176,82
590,670,192,67
610,670,168,158
630,670,168,122
570,650,176,552
590,650,192,15
610,650,128,271
630,650,144,2
570,630,200,122
590,630,168,270
610,630,152,34
630,630,152,60
570,610,176,261
590,610,176,354
610,610,192,632
630,610,152,334
570,590,168,100
590,590,176,71
610,590,192,5
630,590,168,9
560,570,192,520
580,570,184,102
600,570,192,237
620,570,160,83
540,550,152,354
560,550,200,290
580,550,136,274
600,550,144,5
520,530,160,5
540,530,168,102
560,530,152,103
580,530,160,16
510,510,168,16
530,510,160,102
550,510,152,99
570,510,168,552
500,490,160,125
520,490,160,108
540,490,176,64
560,490,160,88
500,470,184,346
520,470,176,104
540,470,168,13
560,470,168,4
500,450,176,182
520,450,176,176
540,450,184,97
560,450,168,87
490,430,184,266
510,430,184,104
530,430,168,91
550,430,184,122
470,410,160,355
490,410,200,410
510,410,184,29
530,410,184,6
480,390,184,271
500,390,184,604
520,390,210,296
540,390,184,19
480,370,168,381
500,370,184,263
520,370,200,605
540,370,216,60
490,350,184,529
510,350,160,354
530,350,210,411
550,350,200,64
480,330,184,252
500,330,192,607
520,330,224,38
540,330,224,554
470,310,184,40
490,310,176,559
510,310,176,90
530,310,224,186
470,290,168,402
490,290,176,460
510,290,168,404
530,290,176,527
470,270,168,463
490,270,184,219
510,270,176,272
530,270,240,620
470,250,176,402
490,250,176,270
510,250,176,463
530,250,200,495
470,230,168,272
490,230,224,415
510,230,224,33
530,230,224,781
470,210,168,397
490,210,224,284
510,210,160,42
530,210,200,294
470,190,224,573
490,190,210,481
510,190,200,34
530,190,210,65
470,170,210,261
490,170,192,64
510,170,224,386
530,170,200,34
480,150,192,612
500,150,192,190
520,150,200,354
540,150,200,104
490,130,200,383
510,130,184,34
530,130,200,67
550,130,200,28
480,110,232,656
500,110,184,370
520,110,184,19
540,110,192,272
