X_COOR,Y_COOR,HEADING,MATCHED_ROUTE_VIEW_IDX
600,850,204,721
620,850,184,34
640,850,160,109
660,850,176,31
590,830,176,32
610,830,176,66
630,830,168,29
650,830,176,101
590,810,184,32
610,810,176,112
630,810,176,267
650,810,168,75
600,790,184,346
620,790,168,66
640,790,168,84
660,790,168,267
600,770,168,6
620,770,184,61
640,770,168,177
660,770,168,61
590,750,128,162
610,750,184,32
630,750,176,125
650,750,168,182
590,730,144,383
610,730,128,64
630,730,168,271
650,730,168,103
580,710,136,554
600,710,176,552
620,710,192,265
640,710,168,183
570,690,192,32
590,690,192,402
610,690,168,61
630,690,168,62
570,670,176,74
590,670,192,271
610,670,176,267
630,670,168,66
570,650,176,265
590,650,192,261
610,650,152,261
630,650,168,31
570,630,204,625
590,630,168,63
610,630,168,146
630,630,160,15
570,610,176,264
590,610,176,259
610,610,192,242
630,610,168,612
570,590,176,103
590,590,176,354
610,590,192,370
630,590,184,146
560,570,192,384
580,570,184,112
600,570,192,160
620,570,176,72
540,550,152,271
560,550,204,289
580,550,152,267
600,550,144,297
520,530,168,4
540,530,168,109
560,530,168,103
580,530,160,98
510,510,168,61
530,510,160,103
550,510,168,125
570,510,168,605
500,490,176,77
520,490,160,103
540,490,184,261
560,490,168,156
500,470,184,382
520,470,176,6
540,470,176,72
560,470,176,145
500,450,184,103
520,450,184,72
540,450,184,79
560,450,176,177
490,430,184,295
510,430,184,104
530,430,184,177
550,430,184,103
470,410,160,646
490,410,204,79
510,410,184,104
530,410,192,22
480,390,204,406
500,390,192,625
520,390,216,265
540,390,204,402
480,370,168,383
500,370,184,271
520,370,204,261
540,370,216,8
490,350,184,410
510,350,168,271
530,350,216,295
550,350,204,626
480,330,176,402
500,330,184,402
520,330,224,410
540,330,224,620
470,310,180,410
490,310,176,479
510,310,176,19
530,310,204,402
470,290,176,402
490,290,176,630
510,290,168,513
530,290,184,630
470,270,168,638
490,270,176,554
510,270,176,620
530,270,240,554
470,250,176,720
490,250,176,259
510,250,176,643
530,250,204,456
470,230,168,720
490,230,224,641
510,230,224,402
530,230,224,781
470,210,168,638
490,210,224,640
510,210,160,255
530,210,204,640
470,190,224,631
490,190,204,635
510,190,216,28
530,190,216,720
470,170,216,720
490,170,192,271
510,170,224,556
530,170,224,62
480,150,192,512
500,150,192,402
520,150,204,721
540,150,204,29
490,130,204,554
510,130,204,739
530,130,204,402
550,130,204,261
480,110,248,610
500,110,184,655
520,110,184,103
540,110,204,271
